mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
166	166	166	166a	495	495	3.0	0	0	3/4	9	1	3/4	1/2	3/2	0	1	55	G3	3		4545
166	166	166	166a	495	495	3.0	0	0	3/4	10	1	3/4	1/2	3/2	0	1	55	G3	3		4546
166	166	166	166a	495	495	3.0	0	0	3/4	11	1	3/4	1/2	3/2	0	1	55	G3	3		4547
166	166	166	166a	495	495	3.0	0	0	3/4	12	1	3/4	1/2	3/2	0	1	55	G3	3		4548
166	166	166	166a	495	495	3.0	0	0	3/4	16	1	3/4	1/2	3/2	0	1	55	G3	3		4552
166	166	166	166a	495	495	3.0	0	0	3/4	17	1	3/4	1/2	3/2	0	1	55	G3	3		4553
166	166	166	166a	495	495	3.0	0	0	3/4	18	1	3/4	1/2	3/2	0	1	55	G3	3		4554
166	166	166	166a	495	495	2.0	0	0	3/4	6	1	1/2	1/2	1		0	60	C4	4		4539
166	166	166	166a	495	495	2.0	0	0	3/4	23	1	1/2	1/2	1		0	60	C4	4		4560
166	166	166	166a	495	495	3.0	0	0	3/4	13	1	3/4	1/2	3/2	0	1	67	G4	4		4549
166	166	166	166a	495	495	3.0	0	0	3/4	14	1	3/4	1/2	3/2	0	1	67	G4	4		4550
166	166	166	166a	495	495	3.0	0	0	3/4	15	1	3/4	1/2	3/2	0	1	67	G4	4		4551
166	166	166	166a	495	495	2.0	0	0	3/4	5	1	1/2	1/2	1		0	72	C5	5		4537
166	166	166	166a	495	495	2.0	0	0	3/4	22	1	1/2	1/2	1		0	72	C5	5		4558
166	166	166	166a	495	495	1.0	0	0	3/4	21	1	1/4	1/4	1		1	79	G5	5		4555
166	166	166	166a	495	495	3.0	0	0	3/4	3	1	3/4	1/2	3/2	0	1	79	G5	5		4535
166	166	166	166a	495	495	3.0	0	0	3/4	4	1	3/4	1/2	3/2	0	1	79	G5	5		4536
166	166	166	166a	495	495	3.0	0	0	3/4	1	1	3/4	1/2	3/2	0	1	91	G6	6		4533
166	166	166	166a	495	495	3.0	0	0	3/4	2	1	3/4	1/2	3/2	0	1	91	G6	6		4534
166	166	166	166a	496	496	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		1	43	G2	2		4566
166	166	166	166a	496	496	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		1	55	G3	3		4563
166	166	166	166a	496	496	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		1	91	G6	6		4556
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-1	41	F2	2		4567
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	7	1	1/4	1/4	1		-1	53	F3	3		4542
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	8	1	1/4	1/4	1		-1	53	F3	3		4544
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-1	53	F3	3		4564
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		2	62	D4	4		4540
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		2	62	D4	4		4561
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	5	1	1/4	1/4	1		2	74	D5	5		4538
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		2	74	D5	5		4559
166	166	166	166a	497	497	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		1	79	G5	5		4557
167	167	167	167a	498	498	1.0	0	0	3/4	25	1	1/4	1/4	1		1	31	G1	1		4602
167	167	167	167a	498	498	1.0	0	0	3/4	7	1	1/4	1/4	1		1	43	G2	2		4578
167	167	167	167a	498	498	1.0	0	0	3/4	8	1	1/4	1/4	1		1	43	G2	2		4579
167	167	167	167a	498	498	1.0	0	0	3/4	24	1	1/4	1/4	1		1	43	G2	2		4599
167	167	167	167a	498	498	3.0	0	0	3/4	9	1	3/4	1/2	3/2	0	1	55	G3	3		4580
167	167	167	167a	498	498	3.0	0	0	3/4	10	1	3/4	1/2	3/2	0	1	55	G3	3		4581
167	167	167	167a	498	498	3.0	0	0	3/4	11	1	3/4	1/2	3/2	0	1	55	G3	3		4582
167	167	167	167a	498	498	3.0	0	0	3/4	12	1	3/4	1/2	3/2	0	1	55	G3	3		4583
167	167	167	167a	498	498	3.0	0	0	3/4	16	1	3/4	1/2	3/2	0	1	55	G3	3		4587
167	167	167	167a	498	498	3.0	0	0	3/4	17	1	3/4	1/2	3/2	0	1	55	G3	3		4588
167	167	167	167a	498	498	3.0	0	0	3/4	18	1	3/4	1/2	3/2	0	1	55	G3	3		4589
167	167	167	167a	498	498	1.0	0	0	3/4	6	1	1/4	1/4	1		-3	63	Eb4	4		4575
167	167	167	167a	498	498	1.0	0	0	3/4	23	1	1/4	1/4	1		-3	63	Eb4	4		4596
167	167	167	167a	498	498	3.0	0	0	3/4	13	1	3/4	1/2	3/2	0	1	67	G4	4		4584
167	167	167	167a	498	498	3.0	0	0	3/4	14	1	3/4	1/2	3/2	0	1	67	G4	4		4585
167	167	167	167a	498	498	3.0	0	0	3/4	15	1	3/4	1/2	3/2	0	1	67	G4	4		4586
167	167	167	167a	498	498	1.0	0	0	3/4	5	1	1/4	1/4	1		-3	75	Eb5	5		4572
167	167	167	167a	498	498	1.0	0	0	3/4	22	1	1/4	1/4	1		-3	75	Eb5	5		4593
167	167	167	167a	498	498	3.0	0	0	3/4	3	1	3/4	1/2	3/2	0	1	79	G5	5		4570
167	167	167	167a	498	498	3.0	0	0	3/4	4	1	3/4	1/2	3/2	0	1	79	G5	5		4571
167	167	167	167a	498	498	1.0	0	0	3/4	21	1	1/4	1/4	1		1	91	G6	6		4590
167	167	167	167a	498	498	3.0	0	0	3/4	1	1	3/4	1/2	3/2	0	1	91	G6	6		4568
167	167	167	167a	498	498	3.0	0	0	3/4	2	1	3/4	1/2	3/2	0	1	91	G6	6		4569
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		-3	39	Eb2	2		4603
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		-3	51	Eb3	3		4600
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	6	1	1/4	1/4	1		0	60	C4	4		4576
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		0	60	C4	4		4597
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	5	1	1/4	1/4	1		0	72	C5	5		4573
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		0	72	C5	5		4594
167	167	167	167a	499	499	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		1	79	G5	5		4591
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		2	38	D2	2		4604
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		2	50	D3	3		4601
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		2	62	D4	4		4577
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		2	62	D4	4		4598
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	5	1	1/4	1/4	1		2	74	D5	5		4574
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		2	74	D5	5		4595
167	167	167	167a	500	500	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		1	91	G6	6		4592
168	168	168	168a	501	501	1.0	0	0	3/4	25	1	1/4	1/4	1		0	36	C2	2		4645
168	168	168	168a	501	501	1.0	0	0	3/4	24	1	1/4	1/4	1		0	48	C3	3		4642
168	168	168	168a	501	501	3.0	0	0	3/4	9	1	3/4	1/2	3/2	0	1	55	G3	3		4619
168	168	168	168a	501	501	3.0	0	0	3/4	10	1	3/4	1/2	3/2	0	1	55	G3	3		4620
168	168	168	168a	501	501	3.0	0	0	3/4	11	1	3/4	1/2	3/2	0	1	55	G3	3		4621
168	168	168	168a	501	501	3.0	0	0	3/4	12	1	3/4	1/2	3/2	0	1	55	G3	3		4622
168	168	168	168a	501	501	3.0	0	0	3/4	16	1	3/4	1/2	3/2	0	1	55	G3	3		4626
168	168	168	168a	501	501	3.0	0	0	3/4	17	1	3/4	1/2	3/2	0	1	55	G3	3		4627
168	168	168	168a	501	501	3.0	0	0	3/4	18	1	3/4	1/2	3/2	0	1	55	G3	3		4628
168	168	168	168a	501	501	1.0	0	0	3/4	6	1	1/4	1/4	1		-3	63	Eb4	4		4614
168	168	168	168a	501	501	1.0	0	0	3/4	23	1	1/4	1/4	1		-3	63	Eb4	4		4637
168	168	168	168a	501	501	3.0	0	0	3/4	13	1	3/4	1/2	3/2	0	1	67	G4	4		4623
168	168	168	168a	501	501	3.0	0	0	3/4	14	1	3/4	1/2	3/2	0	1	67	G4	4		4624
168	168	168	168a	501	501	3.0	0	0	3/4	15	1	3/4	1/2	3/2	0	1	67	G4	4		4625
168	168	168	168a	501	501	1.0	0	0	3/4	5	1	1/4	1/4	1		-3	75	Eb5	5		4609
168	168	168	168a	501	501	1.0	0	0	3/4	22	1	1/4	1/4	1		-3	75	Eb5	5		4632
168	168	168	168a	501	501	1.0	0	0	3/4	21	1	1/4	1/4	1		1	79	G5	5		4629
168	168	168	168a	501	501	3.0	0	0	3/4	3	1	3/4	1/2	3/2	0	1	79	G5	5		4607
168	168	168	168a	501	501	3.0	0	0	3/4	4	1	3/4	1/2	3/2	0	1	79	G5	5		4608
168	168	168	168a	501	501	3.0	0	0	3/4	1	1	3/4	1/2	3/2	0	1	91	G6	6		4605
168	168	168	168a	501	501	3.0	0	0	3/4	2	1	3/4	1/2	3/2	0	1	91	G6	6		4606
168	168	168	168a	502	502	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		-2	34	Bb1	1		4646
168	168	168	168a	502	502	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		-2	46	Bb2	2		4643
168	168	168	168a	502	502	0.5	1/4	1/4	3/4	6	1	1/8	1/8	1		0	60	C4	4		4615
168	168	168	168a	502	502	0.5	1/4	1/4	3/4	23	1	1/8	1/8	1		0	60	C4	4		4638
168	168	168	168a	502	502	0.5	1/4	1/4	3/4	5	1	1/8	1/8	1		0	72	C5	5		4610
168	168	168	168a	502	502	0.5	1/4	1/4	3/4	22	1	1/8	1/8	1		0	72	C5	5		4633
168	168	168	168a	502	502	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		1	91	G6	6		4630
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	3/4	6	1	1/8	1/8	1		2	62	D4	4		4616
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	3/4	23	1	1/8	1/8	1		2	62	D4	4		4639
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	3/4	5	1	1/8	1/8	1		2	74	D5	5		4611
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	3/4	22	1	1/8	1/8	1		2	74	D5	5		4634
168	168	168	168a	503	503	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-4	32	Ab1	1		4647
168	168	168	168a	503	503	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-4	44	Ab2	2		4644
168	168	168	168a	503	503	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1		-3	63	Eb4	4		4617
168	168	168	168a	503	503	0.5	1/2	1/2	3/4	23	1	1/8	1/8	1		-3	63	Eb4	4		4640
168	168	168	168a	503	503	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1		-3	75	Eb5	5		4612
168	168	168	168a	503	503	0.5	1/2	1/2	3/4	22	1	1/8	1/8	1		-3	75	Eb5	5		4635
168	168	168	168a	503	503	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		1	79	G5	5		4631
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		-1	65	F4	4		4618
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	3/4	23	1	1/8	1/8	1		-1	65	F4	4		4641
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		-1	77	F5	5		4613
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	3/4	22	1	1/8	1/8	1		-1	77	F5	5		4636
169	169	169	169a	504	504	1.0	0	0	3/4	25	1	1/4	1/4	1		1	31	G1	1		4670
