mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	GradualTempoChange	GradualTempoChange_(poco a poco accelerando)	GradualTempoChange_(sempre accelerando)	GradualTempoChange_ritard.	GradualTempoChange_[poco a poco accel.]	GradualTempoChange_[sempre accel.]	Ottava:8vb	Trill:trill	diminuendo_line	HairPin:3_dimin.	HairPin:3_diminuendo	HairPin:3_dim.)	HairPin:3_dim. sempre	HairPin:3_sempre dim.	HairPin:3_(dim.)	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_crescendo	HairPin:2_poco a poco cresc.	HairPin:2_sempre cresc.	HairPin:2_poco a poco crescendo	HairPin:2_(cresc.)	HairPin:2_crescendo sempre	HairPin:2_(sempre cresc.)	HairPin:2_poco a poco accel. et cresc.
165	165	165	165a	494	494	0.5	1/2	1/2	Chord	3/4	23	1	1/8	1/8	1	4525								369
165	165	165	165a	989/2	989/2	0.5	5/8	5/8	Chord	3/4	23	1	1/8	1/8	1	4526
165	165	165	165a	492	492	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4527			articStaccatissimoAbove
165	165	165	165a	493	493	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	4528			articStaccatissimoAbove
165	165	165	165a	494	494	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4529			articStaccatissimoAbove
165	165	165	165a	492	492	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	4530			articStaccatissimoAbove
165	165	165	165a	493	493	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	4531			articStaccatissimoAbove
165	165	165	165a	494	494	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	4532			articStaccatissimoBelow
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	4533
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	4534
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	4535
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	4536
166	166	166	166a	495	495	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	4537	a							370
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	4538								370
166	166	166	166a	495	495	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	4539								371
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	4540								371
166	166	166	166a	495	495	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	4541			articStaccatissimoBelow
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	4542			articStaccatissimoAbove
166	166	166	166a	495	495	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	4543			articStaccatissimoBelow
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	4544			articStaccatissimoAbove
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	9	1	3/4	1/2	3/2	4545
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	10	1	3/4	1/2	3/2	4546
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	11	1	3/4	1/2	3/2	4547
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	12	1	3/4	1/2	3/2	4548
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	13	1	3/4	1/2	3/2	4549
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	14	1	3/4	1/2	3/2	4550
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	15	1	3/4	1/2	3/2	4551
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	16	1	3/4	1/2	3/2	4552
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	17	1	3/4	1/2	3/2	4553
166	166	166	166a	495	495	3.0	0	0	Chord	3/4	18	1	3/4	1/2	3/2	4554
166	166	166	166a	495	495	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4555			articStaccatissimoAbove
166	166	166	166a	496	496	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4556			articStaccatissimoAbove
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4557			articStaccatissimoAbove
166	166	166	166a	495	495	2.0	0	0	Chord	3/4	22	1	1/2	1/2	1	4558								372
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4559								372
166	166	166	166a	495	495	2.0	0	0	Chord	3/4	23	1	1/2	1/2	1	4560								373
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	4561								373
166	166	166	166a	495	495	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4562			articStaccatissimoAbove
166	166	166	166a	496	496	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	4563			articStaccatissimoAbove
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4564			articStaccatissimoAbove
166	166	166	166a	495	495	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	4565			articStaccatissimoAbove
166	166	166	166a	496	496	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	4566			articStaccatissimoAbove
166	166	166	166a	497	497	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	4567			articStaccatissimoAbove
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	4568
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	4569
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	4570
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	4571
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	4572			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	4573			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	4574			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	4575			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	4576			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	4577			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	4578			articStaccatissimoBelow
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	4579			articStaccatissimoBelow
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	9	1	3/4	1/2	3/2	4580
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	10	1	3/4	1/2	3/2	4581
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	11	1	3/4	1/2	3/2	4582
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	12	1	3/4	1/2	3/2	4583
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	13	1	3/4	1/2	3/2	4584
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	14	1	3/4	1/2	3/2	4585
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	15	1	3/4	1/2	3/2	4586
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	16	1	3/4	1/2	3/2	4587
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	17	1	3/4	1/2	3/2	4588
167	167	167	167a	498	498	3.0	0	0	Chord	3/4	18	1	3/4	1/2	3/2	4589
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4590			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4591			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4592			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4593			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	4594			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4595			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4596			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	4597			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	4598			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4599			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	4600			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4601			articStaccatissimoAbove
167	167	167	167a	498	498	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	4602			articStaccatissimoAbove
167	167	167	167a	499	499	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	4603			articStaccatissimoAbove
167	167	167	167a	500	500	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	4604			articStaccatissimoAbove
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	4605
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	4606
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	4607
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	4608
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	4609			articStaccatissimoAbove
168	168	168	168a	502	502	0.5	1/4	1/4	Chord	3/4	5	1	1/8	1/8	1	4610								374
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	5	1	1/8	1/8	1	4611								374
168	168	168	168a	503	503	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	4612								374
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	4613								374
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	4614			articStaccatissimoAbove
168	168	168	168a	502	502	0.5	1/4	1/4	Chord	3/4	6	1	1/8	1/8	1	4615								375
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	6	1	1/8	1/8	1	4616								375
168	168	168	168a	503	503	0.5	1/2	1/2	Chord	3/4	6	1	1/8	1/8	1	4617								375
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	Chord	3/4	6	1	1/8	1/8	1	4618								375
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	9	1	3/4	1/2	3/2	4619
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	10	1	3/4	1/2	3/2	4620
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	11	1	3/4	1/2	3/2	4621
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	12	1	3/4	1/2	3/2	4622
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	13	1	3/4	1/2	3/2	4623
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	14	1	3/4	1/2	3/2	4624
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	15	1	3/4	1/2	3/2	4625
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	16	1	3/4	1/2	3/2	4626
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	17	1	3/4	1/2	3/2	4627
168	168	168	168a	501	501	3.0	0	0	Chord	3/4	18	1	3/4	1/2	3/2	4628
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4629			articStaccatissimoAbove
168	168	168	168a	502	502	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4630			articStaccatissimoAbove
168	168	168	168a	503	503	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4631			articStaccatissimoAbove
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4632			articStaccatissimoAbove
168	168	168	168a	502	502	0.5	1/4	1/4	Chord	3/4	22	1	1/8	1/8	1	4633								376
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	22	1	1/8	1/8	1	4634								376
168	168	168	168a	503	503	0.5	1/2	1/2	Chord	3/4	22	1	1/8	1/8	1	4635								376
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	Chord	3/4	22	1	1/8	1/8	1	4636								376
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4637			articStaccatissimoAbove
168	168	168	168a	502	502	0.5	1/4	1/4	Chord	3/4	23	1	1/8	1/8	1	4638								377
168	168	168	168a	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	23	1	1/8	1/8	1	4639								377
168	168	168	168a	503	503	0.5	1/2	1/2	Chord	3/4	23	1	1/8	1/8	1	4640								377
168	168	168	168a	1007/2	1007/2	0.5	5/8	5/8	Chord	3/4	23	1	1/8	1/8	1	4641								377
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4642			articStaccatissimoAbove
168	168	168	168a	502	502	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	4643			articStaccatissimoAbove
168	168	168	168a	503	503	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4644			articStaccatissimoAbove
168	168	168	168a	501	501	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	4645			articStaccatissimoAbove
168	168	168	168a	502	502	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	4646			articStaccatissimoAbove
168	168	168	168a	503	503	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	4647			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	4648			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	4649			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	4650			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	4651			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	4652			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	4653			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	4654			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	4655			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	4656			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	4657			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	4658			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	14	1	1/4	1/4	1	4659			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	15	1	1/4	1/4	1	4660			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	16	1	1/4	1/4	1	4661			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	17	1	1/4	1/4	1	4662			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	18	1	1/4	1/4	1	4663			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4664			articStaccatissimoAbove
169	169	169	169a	505	505	0.0	1/4	1/4	Dynamic	3/4	21	1	0					pp
169	169	169	169a	505	505	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4665	Y		articStaccatissimoAbove
169	169	169	169a	506	506	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4666			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4667			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4668			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4669			articStaccatissimoAbove
169	169	169	169a	504	504	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	4670			articStaccatissimoAbove
170	170	170	170a	507	507	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4671			articStaccatissimoAbove
170	170	170	170a	508	508	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4672			articStaccatissimoAbove
170	170	170	170a	509	509	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4673			articStaccatissimoAbove
170	170	170	170a	509	509	0.0	1/2	1/2	Dynamic	3/4	22	1	0					pp
170	170	170	170a	509	509	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4674	Y		articStaccatissimoAbove
171	171	171	171a	510	510	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4675			articStaccatissimoAbove
171	171	171	171a	511	511	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4676			articStaccatissimoAbove
171	171	171	171a	512	512	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4677			articStaccatissimoAbove
171	171	171	171a	510	510	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4678			articStaccatissimoAbove
171	171	171	171a	511	511	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	4679			articStaccatissimoAbove
171	171	171	171a	512	512	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4680			articStaccatissimoAbove
171	171	171	171a	510	510	0.0	0	0	Dynamic	3/4	23	1	0					pp
171	171	171	171a	510	510	2.0	0	0	Chord	3/4	23	1	1/2	1/2	1	4681								378
171	171	171	171a	512	512	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	4682								378
171	171	171	171a	510	510	0.0	0	0	Dynamic	3/4	24	1	0					pp
171	171	171	171a	510	510	2.0	0	0	Chord	3/4	24	1	1/2	1/2	1	4683	a							379
171	171	171	171a	512	512	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4684								379
172	172	172	172a	513	513	0.0	0	0	Dynamic	3/4	7	1	0					pp
172	172	172	172a	513	513	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	4685	a							380
172	172	172	172a	515	515	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	4686								380
172	172	172	172a	513	513	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4687			articStaccatissimoAbove
172	172	172	172a	514	514	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4688			articStaccatissimoAbove
172	172	172	172a	515	515	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4689			articStaccatissimoAbove
172	172	172	172a	513	513	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4690			articStaccatissimoAbove
172	172	172	172a	514	514	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	4691			articStaccatissimoAbove
172	172	172	172a	515	515	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4692			articStaccatissimoAbove
172	172	172	172a	513	513	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4693			articStaccatissimoAbove
172	172	172	172a	514	514	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	4694			articStaccatissimoAbove
172	172	172	172a	515	515	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	4695			articStaccatissimoAbove
172	172	172	172a	513	513	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4696			articStaccatissimoAbove
172	172	172	172a	514	514	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	4697			articStaccatissimoAbove
172	172	172	172a	515	515	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	4698			articStaccatissimoAbove
173	173	173	173a	516	516	0.0	0	0	Dynamic	3/4	3	1	0					pp
173	173	173	173a	516	516	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	4699	a							381
173	173	173	173a	518	518	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	4700								381
173	173	173	173a	516	516	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	4701			articStaccatissimoAbove
173	173	173	173a	517	517	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	4702			articStaccatissimoAbove
173	173	173	173a	518	518	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	4703			articStaccatissimoAbove
173	173	173	173a	516	516	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4704			articStaccatissimoAbove
173	173	173	173a	517	517	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4705			articStaccatissimoAbove
173	173	173	173a	518	518	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4706			articStaccatissimoAbove
173	173	173	173a	516	516	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4707			articStaccatissimoAbove
173	173	173	173a	517	517	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	4708			articStaccatissimoAbove
173	173	173	173a	518	518	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	4709			articStaccatissimoAbove
173	173	173	173a	516	516	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4710			articStaccatissimoAbove
173	173	173	173a	517	517	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	4711			articStaccatissimoAbove
173	173	173	173a	518	518	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	4712			articStaccatissimoAbove
173	173	173	173a	516	516	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4713			articStaccatissimoAbove
173	173	173	173a	517	517	0.5	1/4	1/4	Chord	3/4	24	1	1/8	1/8	1	4714								382
173	173	173	173a	1035/2	1035/2	0.5	3/8	3/8	Chord	3/4	24	1	1/8	1/8	1	4715								382
173	173	173	173a	518	518	0.5	1/2	1/2	Chord	3/4	24	1	1/8	1/8	1	4716								382
173	173	173	173a	1037/2	1037/2	0.5	5/8	5/8	Chord	3/4	24	1	1/8	1/8	1	4717								382
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	4718			articStaccatissimoAbove
174	174	174	174a	520	520	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	4719			articStaccatissimoAbove
174	174	174	174a	521	521	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	4720			articStaccatissimoAbove
174	174	174	174a	519	519	0.0	0	0	Dynamic	3/4	5	1	0					pp
174	174	174	174a	519	519	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	4721								383
174	174	174	174a	521	521	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	4722								383
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	4723			articStaccatissimoAbove
174	174	174	174a	520	520	0.5	1/4	1/4	Chord	3/4	7	1	1/8	1/8	1	4724								384
174	174	174	174a	1041/2	1041/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	4725								384
174	174	174	174a	521	521	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	4726								384
174	174	174	174a	1043/2	1043/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	4727								384
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4728			articStaccatissimoAbove
174	174	174	174a	520	520	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4729			articStaccatissimoAbove
174	174	174	174a	521	521	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4730			articStaccatissimoAbove
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	4731			articStaccatissimoAbove
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	4732			articStaccatissimoAbove
174	174	174	174a	519	519	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	4733			articStaccatissimoAbove
175	175	175	175a	522	522	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	4734			articStaccatissimoAbove
175	175	175	175a	523	523	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	4735								385
175	175	175	175a	1047/2	1047/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	4736								385
175	175	175	175a	524	524	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	4737								385
175	175	175	175a	1049/2	1049/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	4738								385
175	175	175	175a	522	522	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	4739			articStaccatissimoAbove
175	175	175	175a	522	522	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	4740			articStaccatissimoAbove
175	175	175	175a	522	522	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4741			articStaccatissimoAbove
175	175	175	175a	523	523	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4742			articStaccatissimoAbove
175	175	175	175a	524	524	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4743			articStaccatissimoAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	1	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	4744			articAccentAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	2	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	4745			articAccentAbove
176	176	176	176a	525	525	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	4746			articStaccatissimoAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	3	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	4747			articAccentAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	4	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	4748			articAccentAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	13	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	4749			articAccentAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	14	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	14	1	1/4	1/4	1	4750			articAccentAbove
176	176	176	176a	525	525	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	4751			articStaccatissimoAbove
176	176	176	176a	526	526	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	4752			articStaccatissimoAbove
176	176	176	176a	527	527	0.0	1/2	1/2	Dynamic	3/4	21	1	0					ff
176	176	176	176a	527	527	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	4753	Y		articAccentAbove
