mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	HairPin:2_sempre cresc.	HairPin:2_cresc. sempre	HairPin:2_sempre crescendo	HairPin:2_(cresc.)	diminuendo_line	HairPin:3_sempre diminuendo	HairPin:3_(dim.)	HairPin:3_dimin.	crescendo_hairpin	decrescendo_hairpin
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	8	1	1/8	1/8	1	440									51		12										
48	48	94	94	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	441									52		4	4									
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	442									52		4	4									
48	48	95	95	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	443									52		4	4									
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	444									52		4	4									
48	48	94	94	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	445									53		5	5									
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	446									53		5	5									
48	48	95	95	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	447									53		5	5									
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	448									53		5	5									
48	48	94	94	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	449											6	6									
48	48	94	94	2.0	0	0	Chord	2/4	24	1	1/2	1/2	1	450											7	7									
48	48	94	94	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	451			articStaccatissimoBelow								8	8									
48	48	95	95	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	452			articStaccatissimoAbove								8	8									
49	49	96	96	0.0	0	0	Spanner	2/4	5	1	0												48												
49	49	96	96	0.0	0	0	Spanner	2/4	5	1	0												48							8					
49	49	96	96	2.0	0	0	Chord	2/4	5	1	1/2	1/2	1	453									48							8					
49	49	96	96	0.0	0	0	Spanner	2/4	6	1	0												49												
49	49	96	96	0.0	0	0	Spanner	2/4	6	1	0												49							9					
49	49	96	96	2.0	0	0	Chord	2/4	6	1	1/2	1/2	1	454									49							9					
49	49	96	96	0.0	0	0	Spanner	2/4	7	1	0												50												
49	49	96	96	0.0	0	0	Spanner	2/4	7	1	0												50							10					
49	49	96	96	2.0	0	0	Chord	2/4	7	1	1/2	1/2	1	455									50							10					
49	49	96	96	0.0	0	0	Spanner	2/4	8	1	0												51												
49	49	96	96	0.0	0	0	Spanner	2/4	8	1	0												51							11					
49	49	96	96	2.0	0	0	Chord	2/4	8	1	1/2	1/2	1	456									51							11					
49	49	96	96	0.0	0	0	Spanner	2/4	21	1	0												52												
49	49	96	96	0.0	0	0	Spanner	2/4	21	1	0												52							12					
49	49	96	96	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	457									52							12					
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	458									52							12					
49	49	97	97	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	459									52							12					
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	460																12					
49	49	96	96	0.0	0	0	Spanner	2/4	22	1	0												53												
49	49	96	96	0.0	0	0	Spanner	2/4	22	1	0												53							13					
49	49	96	96	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	461									53							13					
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	462									53							13					
49	49	97	97	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	463									53							13					
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	464																13					
49	49	96	96	0.0	0	0	Spanner	2/4	23	1	0																								
49	49	96	96	0.0	0	0	Spanner	2/4	23	1	0																			14					
49	49	96	96	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	465			articStaccatissimoAbove													14					
49	49	97	97	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	466									54							14					
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	467																14					
49	49	96	96	0.0	0	0	Spanner	2/4	24	1	0																								
49	49	96	96	0.0	0	0	Spanner	2/4	24	1	0																			15					
49	49	96	96	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	468			articStaccatissimoAbove													15					
49	49	97	97	0.5	1/4	1/4	Chord	2/4	24	1	1/8	1/8	1	469									55							15					
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	24	1	1/8	1/8	1	470																15					
49	49	96	96	0.0	0	0	Spanner	2/4	25	1	0																								
49	49	96	96	0.0	0	0	Spanner	2/4	25	1	0																			16					
49	49	96	96	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	471			articStaccatissimoBelow													16					
49	49	97	97	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	472			articStaccatissimoAbove													16					
50	50	98	98	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	473																8					
50	50	99	99	0.0	1/4	1/4	Spanner	2/4	5	1	0																								
50	50	98	98	1.0	0	0	Chord	2/4	6	1	1/4	1/4	1	474																9					
50	50	99	99	0.0	1/4	1/4	Spanner	2/4	6	1	0																								
50	50	98	98	1.0	0	0	Chord	2/4	7	1	1/4	1/4	1	475																10					
50	50	99	99	0.0	1/4	1/4	Spanner	2/4	7	1	0																								
50	50	98	98	1.0	0	0	Chord	2/4	8	1	1/4	1/4	1	476																11					
50	50	99	99	0.0	1/4	1/4	Spanner	2/4	8	1	0																								
50	50	98	98	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	477									56							12					
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	478									56							12					
50	50	99	99	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	479									56							12					
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	480																12					
50	50	98	98	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	481									57							13					
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	482									57							13					
50	50	99	99	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	483									57							13					
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	484																13					
50	50	98	98	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	485									58							14					
50	50	98	98	2.0	0	0	Chord	2/4	24	1	1/2	1/2	1	486									59							15					
50	50	98	98	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	487			articStaccatissimoBelow													16					
50	50	99	99	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	488			articStaccatissimoAbove													16					
51	51	100	100	0.0	0	0	Dynamic	2/4	21	1	0					pp																			
51	51	100	100	0.0	0	0	Spanner	2/4	21	1	0																								
51	51	100	100	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	489									60												
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	490									60												
51	51	101	101	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	491									60												
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	492									60												
51	51	100	100	0.0	0	0	Dynamic	2/4	22	1	0					pp																			
51	51	100	100	0.0	0	0	Spanner	2/4	22	1	0																								
51	51	100	100	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	493																					
51	51	100	100	0.0	0	0	Dynamic	2/4	23	1	0					pp																			
51	51	100	100	0.0	0	0	Spanner	2/4	23	1	0																								
51	51	100	100	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	494			articStaccatissimoAbove																		
51	51	101	101	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	495	a								61												
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	496									61												
51	51	100	100	0.0	0	0	Dynamic	2/4	24	1	0					pp																			
51	51	100	100	0.0	0	0	Spanner	2/4	24	1	0																								
51	51	100	100	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	497			articStaccatissimoAbove																		
51	51	101	101	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	498									62												
51	51	100	100	0.0	0	0	Dynamic	2/4	25	1	0					pp																			
51	51	100	100	0.0	0	0	Spanner	2/4	25	1	0																								
51	51	100	100	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	499			articStaccatissimoBelow																		
51	51	101	101	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	500			articStaccatissimoBelow																		
52	52	102	102	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	501																					
52	52	102	102	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	502			articStaccatissimoBelow																		
52	52	103	103	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	503			articStaccatissimoBelow																		
52	52	102	102	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	504			articStaccatissimoAbove																		
52	52	103	103	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	505									63												
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	506									63												
52	52	102	102	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	507			articStaccatissimoAbove																		
52	52	103	103	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	508																					
52	52	102	102	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	509			articStaccatissimoAbove																		
52	52	103	103	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	510			articStaccatissimoBelow																		
53	53	104	104	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	511			articStaccatissimoBelow																		
53	53	105	105	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	512			articStaccatissimoBelow																		
53	53	104	104	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	513			articStaccatissimoAbove																		
53	53	105	105	1.0	1/4	1/4	Chord	2/4	23	1	1/4	1/4	1	514			articStaccatissimoAbove																		
53	53	104	104	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	515			articStaccatissimoAbove																		
53	53	105	105	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	516			articStaccatissimoAbove																		
53	53	104	104	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	517			articStaccatissimoBelow																		
53	53	105	105	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	518			articStaccatissimoBelow																		
54	54	106	106	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	519			articStaccatissimoBelow																		
54	54	106	106	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	520			articStaccatissimoAbove																		
54	54	106	106	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	521			articStaccatissimoAbove																		
54	54	106	106	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	522			articStaccatissimoBelow																		
55	55	109	109	0.0	1/4	1/4	Dynamic	2/4	22	1	0					ppp																			
55	55	109	109	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	523	Y		articStaccatissimoAbove																		
56	56	110	110	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	524			articStaccatissimoBelow																		
56	56	111	111	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	525			articStaccatissimoAbove																		
57	57	112	112	0.0	0	0	StaffText	2/4	21	1	0							(div.)																	
57	57	113	113	0.0	1/4	1/4	Dynamic	2/4	21	1	0					ppp																			
57	57	113	113	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	526	a								64												
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	527									64												
57	57	113	113	0.5	1/4	1/4	Chord	2/4	21	2	1/8	1/8	1	528									65												
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	21	2	1/8	1/8	1	529									65												
57	57	112	112	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	530			articStaccatissimoBelow																		
57	57	113	113	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	531			articStaccatissimoAbove																		
58	58	114	114	0.0	0	0	Dynamic	2/4	3	1	0					pp																			
58	58	114	114	0.0	0	0	StaffText	2/4	3	1	0							I.																	
58	58	114	114	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	532	a								66												
58	58	115	115	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	533									66												
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	534									66												
58	58	114	114	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	535			articStaccatissimoAbove																		
58	58	115	115	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	536									67												
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	537									67												
58	58	114	114	1.0	0	0	Chord	2/4	21	2	1/4	1/4	1	538			articStaccatissimoBelow																		
58	58	115	115	0.5	1/4	1/4	Chord	2/4	21	2	1/8	1/8	1	539									68												
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	21	2	1/8	1/8	1	540									68												
58	58	114	114	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	541			articStaccatissimoBelow																		
58	58	115	115	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	542			articStaccatissimoAbove																		
59	59	116	116	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	543																					
59	59	117	117	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	544																					
59	59	116	116	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	545			articStaccatissimoAbove																		
59	59	117	117	1.0	1/4	1/4	Chord	2/4	21	1	1/4	1/4	1	546			articStaccatissimoAbove																		
59	59	116	116	1.0	0	0	Chord	2/4	21	2	1/4	1/4	1	547			articStaccatissimoBelow																		
59	59	117	117	1.0	1/4	1/4	Chord	2/4	21	2	1/4	1/4	1	548			articStaccatissimoBelow																		
59	59	116	116	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	549			articStaccatissimoBelow																		
59	59	117	117	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	550			articStaccatissimoAbove																		
59	59	117	117	0.0	1/4	1/4	Dynamic	2/4	23	1	0					ppp																			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	551									69												
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	552									69												
60	60	118	118	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	553			articStaccatissimoAbove																		
60	60	119	119	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	554			articStaccatissimoBelow																		
60	60	118	118	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	555			articStaccatissimoAbove																		
60	60	118	118	1.0	0	0	Chord	2/4	21	2	1/4	1/4	1	556			articStaccatissimoBelow																		
60	60	118	118	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	557			articStaccatissimoBelow																		
60	60	119	119	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	558			articStaccatissimoAbove																		
60	60	118	118	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	559			articStaccatissimoAbove																		
60	60	119	119	0.0	1/4	1/4	StaffText	2/4	23	1	0							(div.)																	
60	60	119	119	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	560									70												
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	561									70												
60	60	119	119	0.5	1/4	1/4	Chord	2/4	23	2	1/8	1/8	1	562									71												
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	23	2	1/8	1/8	1	563									71												
61	61	121	121	0.0	1/4	1/4	Dynamic	2/4	1	1	0					pp																			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	564	a								72												
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	565									72												
61	61	121	121	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp																			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	566									73												
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	567									73												
61	61	120	120	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	568			articStaccatissimoAbove																		
61	61	120	120	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	569			articStaccatissimoBelow																		
61	61	121	121	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	570			articStaccatissimoAbove																		
61	61	120	120	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	571			articStaccatissimoAbove																		
61	61	121	121	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	572									74												
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	573									74												
61	61	120	120	1.0	0	0	Chord	2/4	23	2	1/4	1/4	1	574			articStaccatissimoBelow																		
61	61	121	121	0.5	1/4	1/4	Chord	2/4	23	2	1/8	1/8	1	575									75												
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	23	2	1/8	1/8	1	576									75												
62	62	122	122	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	577			articStaccatissimoAbove																		
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	578									76												
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	579									76												
62	62	122	122	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	580			articStaccatissimoAbove																		
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	581									77												
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	582									77												
62	62	122	122	0.0	0	0	StaffText	2/4	5	1	0							I.																	
62	62	122	122	0.0	0	0	Dynamic	2/4	5	1	0					pp																			
62	62	122	122	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	583			articStaccatissimoAbove																		
62	62	123	123	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	584									78												
62	62	122	122	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	585			articStaccatissimoBelow																		
62	62	123	123	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	586			articStaccatissimoAbove																		
62	62	122	122	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	587			articStaccatissimoAbove																		
62	62	122	122	1.0	0	0	Chord	2/4	23	2	1/4	1/4	1	588			articStaccatissimoBelow																		
63	63	124	124	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	589			articStaccatissimoAbove																		
63	63	125	125	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	590			articStaccatissimoAbove																		
63	63	124	124	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	591			articStaccatissimoAbove																		
63	63	125	125	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	592			articStaccatissimoAbove																		
63	63	124	124	0.25	0	0	Chord	2/4	5	1	1/16	1/16	1	593									78												
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	5	1	1/16	1/16	1	594									78												
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	5	1	1/16	1/16	1	595									78												
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	5	1	1/16	1/16	1	596									78												
63	63	125	125	0.25	1/4	1/4	Chord	2/4	5	1	1/16	1/16	1	597									78												
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	5	1	1/16	1/16	1	598									78												
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	5	1	1/16	1/16	1	599									78												
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	5	1	1/16	1/16	1	600									78												
63	63	125	125	0.0	1/4	1/4	Dynamic	2/4	21	1	0					pp																			
63	63	125	125	1.0	1/4	1/4	Chord	2/4	21	1	1/4	1/4	1	601	a		articAccentAbove																		
63	63	124	124	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	602			articStaccatissimoBelow																		
63	63	125	125	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	603			articStaccatissimoAbove																		
64	64	126	126	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	604			articStaccatissimoAbove																		
64	64	126	126	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	605			articStaccatissimoAbove																		
64	64	126	126	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	606			articStaccatissimoAbove																		
64	64	126	126	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	607			articStaccatissimoAbove																		
64	64	127	127	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	608									79												
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	609									79												
64	64	126	126	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	610			articStaccatissimoBelow																		
64	64	127	127	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	611			articStaccatissimoAbove																		
64	64	126	126	0.0	0	0	Dynamic	2/4	25	1	0					pp																			
64	64	126	126	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	612			articStaccatissimoAbove																		
64	64	127	127	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	613			articStaccatissimoAbove																		
65	65	129	129	0.0	1/4	1/4	Dynamic	2/4	9	1	0					p																			
65	65	129	129	0.0	1/4	1/4	Spanner	2/4	9	1	0																							6	
65	65	129	129	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	614	a		articAccentAbove						80											6	
65	65	129	129	0.0	1/4	1/4	Dynamic	2/4	10	1	0					p																			
65	65	129	129	0.0	1/4	1/4	Spanner	2/4	10	1	0																							7	
65	65	129	129	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	615			articAccentAbove						81											7	
65	65	128	128	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	616			articStaccatissimoBelow																		
65	65	129	129	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	617									82												
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	618									82												
65	65	128	128	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	619			articStaccatissimoAbove																		
65	65	129	129	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	620			articStaccatissimoAbove																		
66	66	130	130	0.0	0	0	Dynamic	2/4	7	1	0					pp																			
66	66	130	130	2.0	0	0	Chord	2/4	7	1	1/2	1/2	1	621																					
66	66	130	130	0.0	0	0	Dynamic	2/4	8	1	0					pp																			
66	66	130	130	2.0	0	0	Chord	2/4	8	1	1/2	1/2	1	622																					
66	66	130	130	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	623									80											6	
66	66	131	131	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	624									80											6	
66	66	130	130	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	625									81											7	
66	66	130	130	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	626			articStaccatissimoBelow																		
66	66	130	130	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	627			articStaccatissimoAbove																		
66	66	131	131	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	628			articStaccatissimoAbove																		
67	67	132	132	2.0	0	0	Chord	2/4	7	1	1/2	1/2	1	629																					
67	67	132	132	2.0	0	0	Chord	2/4	8	1	1/2	1/2	1	630																					
67	67	132	132	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	631									80											6	
67	67	133	133	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	632									80											6	
67	67	132	132	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	633									81											7	
67	67	133	133	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	634									81											7	
67	67	132	132	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	635			articStaccatissimoAbove																		
67	67	133	133	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	636			articStaccatissimoAbove																		
68	68	134	134	2.0	0	0	Chord	2/4	7	1	1/2	1/2	1	637																					
68	68	134	134	2.0	0	0	Chord	2/4	8	1	1/2	1/2	1	638									83												
68	68	134	134	0.0	0	0	Spanner	2/4	9	1	0												80												
68	68	134	134	0.0	0	0	Spanner	2/4	9	1	0												80												6
68	68	134	134	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	639									80												6
68	68	135	135	0.5	1/4	1/4	Chord	2/4	9	1	1/8	1/8	1	640									80												6
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	9	1	1/8	1/8	1	641									80												6
68	68	134	134	0.0	0	0	Spanner	2/4	10	1	0												81												
68	68	134	134	0.0	0	0	Spanner	2/4	10	1	0												81												7
68	68	134	134	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	642									81												7
68	68	135	135	0.5	1/4	1/4	Chord	2/4	10	1	1/8	1/8	1	643									81												7
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	10	1	1/8	1/8	1	644									81												7
68	68	135	135	0.0	1/4	1/4	Dynamic	2/4	23	1	0					p																			
68	68	135	135	1.0	1/4	1/4	Chord	2/4	23	1	1/4	1/4	1	645																					
68	68	135	135	0.0	1/4	1/4	Dynamic	2/4	24	1	0					p																			
68	68	135	135	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	646			articAccentAbove																		
68	68	134	134	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	647			articStaccatissimoAbove																		
68	68	135	135	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	648			articStaccatissimoAbove																		
69	69	136	136	1.0	0	0	Chord	2/4	7	1	1/4	1/4	1	649																					
69	69	136	136	1.0	0	0	Chord	2/4	8	1	1/4	1/4	1	650																					
69	69	136	136	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	651																					6
69	69	137	137	0.0	1/4	1/4	Spanner	2/4	9	1	0																								
69	69	136	136	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	652																					7
69	69	137	137	0.0	1/4	1/4	Spanner	2/4	10	1	0																								
69	69	136	136	0.0	0	0	Dynamic	2/4	21	1	0					p																			
69	69	136	136	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	653	a								84												
69	69	136	136	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	654									85												
69	69	137	137	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	655									85												
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	656									85												
69	69	136	136	0.0	0	0	Spanner	2/4	24	1	0																							8	
69	69	136	136	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	657			articStaccatissimoAbove																	8	
69	69	137	137	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	658			articStaccatissimoAbove																	8	
69	69	136	136	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	659			articStaccatissimoBelow																		
69	69	137	137	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	660			articStaccatissimoAbove																		
70	70	138	138	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	661									84												
70	70	139	139	1.0	1/4	1/4	Chord	2/4	21	1	1/4	1/4	1	662																					
70	70	138	138	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	663			articStaccatissimoAbove																		
