mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
81	81	321/2	321/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-3	87	Eb6	6	823
81	81	161	161	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	835
81	81	161	161	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-3	63	Eb4	4	833
81	81	161	161	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-7	71	Cb5	5	829
81	81	161	161	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-7	83	Cb6	6	824
81	81	323/2	323/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-4	68	Ab4	4	830
81	81	323/2	323/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-4	80	Ab5	5	825
82	82	162	162	1.0	0	0	2/4	25	1	1/4	1/4	1		3	33	A1	1	842
82	82	162	162	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	-3	63	Eb4	4	837
82	82	162	162	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	-3	63	Eb4	4	841
82	82	162	162	1.0	0	0	2/4	23	1	1/4	1/4	1		-6	66	Gb4	4	840
82	82	162	162	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	836
82	82	162	162	1.0	0	0	2/4	22	1	1/4	1/4	1	-1	-3	75	Eb5	5	839
82	82	162	162	1.0	0	0	2/4	21	1	1/4	1/4	1		-6	78	Gb5	5	838
82	82	163	163	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	843
83	83	164	164	1.0	0	0	2/4	25	1	1/4	1/4	1		-4	32	Ab1	1	845
83	83	164	164	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	844
83	83	165	165	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	846
84	84	166	166	1.0	0	0	2/4	25	1	1/4	1/4	1		-11	31	Abb1	1	848
84	84	166	166	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	847
84	84	167	167	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	849
85	85	168	168	1.0	0	0	2/4	25	1	1/4	1/4	1		-6	30	Gb1	1	851
85	85	168	168	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	850
85	85	169	169	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	852
86	86	170	170	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	853
87	87	172	172	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	854
88	88	174	174	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	858
88	88	175	175	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-2	70	Bb4	4	856
88	88	175	175	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	70	Bb4	4	857
88	88	175	175	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	855
89	89	176	176	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	864
89	89	176	176	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-2	70	Bb4	4	862
89	89	176	176	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	861
89	89	176	176	1.0	0	0	2/4	1	1	1/4	1/4	1	-1	-2	82	Bb5	5	859
89	89	177	177	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		0	72	C5	5	863
89	89	177	177	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		0	84	C6	6	860
90	90	178	178	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	870
90	90	178	178	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	867
90	90	178	178	1.0	0	0	2/4	5	1	1/4	1/4	1		2	74	D5	5	868
90	90	178	178	1.0	0	0	2/4	1	1	1/4	1/4	1		2	86	D6	6	865
90	90	179	179	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	871
90	90	179	179	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-3	75	Eb5	5	869
90	90	179	179	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		-3	87	Eb6	6	866
91	91	180	180	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	879
91	91	180	180	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	875
91	91	180	180	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	876
91	91	180	180	1.0	0	0	2/4	1	1	1/4	1/4	1		-1	89	F6	6	872
91	91	181	181	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	880
91	91	181	181	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	877
91	91	181	181	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	873
91	91	363/2	363/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		2	74	D5	5	878
91	91	363/2	363/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	874
92	92	182	182	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	884
92	92	182	182	1.0	0	0	2/4	3	1	1/4	1/4	1		3	69	A4	4	882
92	92	182	182	1.0	0	0	2/4	5	1	1/4	1/4	1		0	72	C5	5	883
92	92	182	182	1.0	0	0	2/4	1	1	1/4	1/4	1		0	84	C6	6	881
93	93	184	184	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	885
94	94	186	186	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	889
94	94	187	187	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-2	70	Bb4	4	887
94	94	187	187	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	70	Bb4	4	888
94	94	187	187	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	886
95	95	188	188	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	895
95	95	188	188	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-2	70	Bb4	4	893
95	95	188	188	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	892
95	95	188	188	1.0	0	0	2/4	1	1	1/4	1/4	1	-1	-2	82	Bb5	5	890
95	95	189	189	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		0	72	C5	5	894
95	95	189	189	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		0	84	C6	6	891
96	96	190	190	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	901
96	96	190	190	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	898
96	96	190	190	1.0	0	0	2/4	5	1	1/4	1/4	1		2	74	D5	5	899
96	96	190	190	1.0	0	0	2/4	1	1	1/4	1/4	1		2	86	D6	6	896
96	96	191	191	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	902
96	96	191	191	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-3	75	Eb5	5	900
96	96	191	191	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		-3	87	Eb6	6	897
97	97	192	192	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	912
97	97	192	192	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	907
97	97	192	192	0.5	0	0	2/4	5	1	1/8	1/8	1		1	79	G5	5	908
97	97	192	192	0.5	0	0	2/4	1	1	1/8	1/8	1		1	91	G6	6	903
97	97	385/2	385/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-1	77	F5	5	909
97	97	385/2	385/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		-1	89	F6	6	904
97	97	193	193	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	913
97	97	193	193	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	910
97	97	193	193	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	905
97	97	387/2	387/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		2	74	D5	5	911
97	97	387/2	387/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	906
98	98	194	194	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	917
98	98	194	194	1.0	0	0	2/4	3	1	1/4	1/4	1		3	69	A4	4	915
98	98	194	194	1.0	0	0	2/4	5	1	1/4	1/4	1		0	72	C5	5	916
98	98	194	194	1.0	0	0	2/4	1	1	1/4	1/4	1		0	84	C6	6	914
99	99	196	196	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	918
100	100	198	198	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	922
100	100	199	199	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-2	70	Bb4	4	920
100	100	199	199	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-2	70	Bb4	4	921
100	100	199	199	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	919
101	101	200	200	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	932
101	101	200	200	0.5	0	0	2/4	5	1	1/8	1/8	1		-2	70	Bb4	4	928
101	101	200	200	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	927
101	101	200	200	0.5	0	0	2/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5	923
101	101	401/2	401/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		0	72	C5	5	929
101	101	401/2	401/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		0	84	C6	6	924
101	101	201	201	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		2	74	D5	5	930
101	101	201	201	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	86	D6	6	925
101	101	403/2	403/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	931
101	101	403/2	403/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	926
102	102	202	202	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	939
102	102	202	202	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	934
102	102	202	202	0.5	0	0	2/4	5	1	1/8	1/8	1		-1	77	F5	5	935
102	102	202	202	2.0	0	0	2/4	1	1	1/2	1/2	1	1	-1	89	F6	6	933
102	102	405/2	405/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-2	82	Bb5	5	936
102	102	203	203	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	940
102	102	203	203	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		3	81	A5	5	937
102	102	407/2	407/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		1	79	G5	5	938
103	103	204	204	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	947
103	103	204	204	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	942
103	103	204	204	0.5	0	0	2/4	5	1	1/8	1/8	1		-1	77	F5	5	943
103	103	204	204	2.0	0	0	2/4	1	1	1/2	1/2	1	0	-1	89	F6	6	941
103	103	409/2	409/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-2	82	Bb5	5	944
103	103	205	205	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	948
103	103	205	205	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		3	81	A5	5	945
103	103	411/2	411/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		1	79	G5	5	946
104	104	206	206	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	954
104	104	206	206	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	953
104	104	206	206	0.5	0	0	2/4	1	1	1/8	1/8	1	-1	-1	89	F6	6	949
104	104	413/2	413/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		4	88	E6	6	950
104	104	207	207	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	951
104	104	415/2	415/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	952
105	105	208	208	0.5	0	0	2/4	21	1	1/8	1/8	1		0	84	C6	6	955
105	105	417/2	417/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-2	82	Bb5	5	956
105	105	209	209	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		3	81	A5	5	957
105	105	419/2	419/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		1	79	G5	5	958
106	106	210	210	0.5	0	0	2/4	21	1	1/8	1/8	1		-1	77	F5	5	959
106	106	421/2	421/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		4	76	E5	5	960
106	106	211	211	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-3	75	Eb5	5	961
106	106	423/2	423/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		2	74	D5	5	962
107	107	212	212	2.0	0	0	2/4	18	1	1/2	1/2	1	1	-6	42	Gb2	2	968
107	107	212	212	2.0	0	0	2/4	17	1	1/2	1/2	1	1	-5	49	Db3	3	967
107	107	212	212	2.0	0	0	2/4	16	1	1/2	1/2	1	1	-2	58	Bb3	3	966
107	107	212	212	2.0	0	0	2/4	15	1	1/2	1/2	1	1	-5	61	Db4	4	965
107	107	212	212	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	971
107	107	212	212	2.0	0	0	2/4	14	1	1/2	1/2	1	1	-2	70	Bb4	4	964
107	107	212	212	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	970
107	107	212	212	2.0	0	0	2/4	13	1	1/2	1/2	1	1	-5	73	Db5	5	963
107	107	212	212	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	969
107	107	212	212	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	970
107	107	212	212	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	969
108	108	214	214	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	-6	42	Gb2	2	979
108	108	214	214	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	-5	49	Db3	3	977
108	108	214	214	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	-2	58	Bb3	3	975
108	108	214	214	2.0	0	0	2/4	15	1	1/2	1/2	1	0	-5	61	Db4	4	974
108	108	214	214	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	983
108	108	214	214	2.0	0	0	2/4	14	1	1/2	1/2	1	0	-2	70	Bb4	4	973
108	108	214	214	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	982
108	108	214	214	2.0	0	0	2/4	13	1	1/2	1/2	1	0	-5	73	Db5	5	972
108	108	214	214	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	981
108	108	214	214	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	982
108	108	214	214	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	981
108	108	215	215	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1	1	-6	42	Gb2	2	985
108	108	215	215	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1	1	-6	54	Gb3	3	978
108	108	215	215	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1	1	-6	54	Gb3	3	980
108	108	215	215	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-6	54	Gb3	3	984
108	108	215	215	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1	1	-6	66	Gb4	4	976
109	109	216	216	1.0	0	0	2/4	25	1	1/4	1/4	1	-1	-6	42	Gb2	2	1004
109	109	216	216	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	-6	54	Gb3	3	995
109	109	216	216	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	-6	54	Gb3	3	997
109	109	216	216	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	-6	54	Gb3	3	1002
109	109	216	216	1.0	0	0	2/4	15	1	1/4	1/4	1	-1	-5	61	Db4	4	992
109	109	216	216	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1001
109	109	216	216	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	-6	66	Gb4	4	993
109	109	216	216	1.0	0	0	2/4	14	1	1/4	1/4	1	-1	-2	70	Bb4	4	991
109	109	216	216	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1000
109	109	216	216	1.0	0	0	2/4	13	1	1/4	1/4	1	-1	-5	73	Db5	5	990
109	109	216	216	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	999
109	109	216	216	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1000
109	109	216	216	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	999
109	109	217	217	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1005
109	109	217	217	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		-1	53	F3	3	996
109	109	217	217	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		-1	53	F3	3	998
109	109	217	217	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1003
109	109	217	217	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		-1	65	F4	4	994
109	109	217	217	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	-6	66	Gb4	4	986
109	109	217	217	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	-6	66	Gb4	4	987
109	109	217	217	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1	1	-6	66	Gb4	4	988
109	109	217	217	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1	1	-6	66	Gb4	4	989
110	110	218	218	1.0	0	0	2/4	25	1	1/4	1/4	1		-3	39	Eb2	2	1025
110	110	218	218	1.0	0	0	2/4	17	1	1/4	1/4	1		-3	51	Eb3	3	1016
110	110	218	218	1.0	0	0	2/4	18	1	1/4	1/4	1		-3	51	Eb3	3	1018
110	110	218	218	1.0	0	0	2/4	24	1	1/4	1/4	1		-3	51	Eb3	3	1023
110	110	218	218	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1022
110	110	218	218	1.0	0	0	2/4	16	1	1/4	1/4	1		-3	63	Eb4	4	1014
110	110	218	218	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	-6	66	Gb4	4	1006
110	110	218	218	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	-6	66	Gb4	4	1008
110	110	218	218	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	-6	66	Gb4	4	1010
110	110	218	218	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	-6	66	Gb4	4	1012
110	110	218	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1021
110	110	218	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1020
110	110	218	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1021
110	110	218	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1020
110	110	219	219	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	1026
110	110	219	219	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		-5	49	Db3	3	1017
110	110	219	219	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		-5	49	Db3	3	1019
110	110	219	219	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-5	49	Db3	3	1024
110	110	219	219	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		-5	61	Db4	4	1015
110	110	219	219	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1007
110	110	219	219	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1009
110	110	219	219	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1011
110	110	219	219	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1013
111	111	220	220	1.0	0	0	2/4	25	1	1/4	1/4	1		0	36	C2	2	1050
111	111	220	220	1.0	0	0	2/4	17	1	1/4	1/4	1		0	48	C3	3	1038
111	111	220	220	1.0	0	0	2/4	18	1	1/4	1/4	1		0	48	C3	3	1041
111	111	220	220	1.0	0	0	2/4	24	1	1/4	1/4	1		0	48	C3	3	1047
111	111	220	220	1.0	0	0	2/4	16	1	1/4	1/4	1		0	60	C4	4	1035
111	111	220	220	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1046
111	111	220	220	1.0	0	0	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	1027
111	111	220	220	1.0	0	0	2/4	10	1	1/4	1/4	1		-3	63	Eb4	4	1029
111	111	220	220	1.0	0	0	2/4	11	1	1/4	1/4	1		-3	63	Eb4	4	1031
111	111	220	220	1.0	0	0	2/4	12	1	1/4	1/4	1		-3	63	Eb4	4	1033
111	111	220	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1045
111	111	220	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1044
111	111	220	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1045
111	111	220	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1044
111	111	221	221	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-5	37	Db2	2	1051
111	111	221	221	0.5	1/4	1/4	2/4	17	1	1/8	1/8	1		-5	49	Db3	3	1039
111	111	221	221	0.5	1/4	1/4	2/4	18	1	1/8	1/8	1		-5	49	Db3	3	1042
111	111	221	221	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-5	49	Db3	3	1048
111	111	221	221	0.5	1/4	1/4	2/4	16	1	1/8	1/8	1		-5	61	Db4	4	1036
111	111	221	221	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-5	61	Db4	4	1028
111	111	221	221	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-5	61	Db4	4	1030
111	111	221	221	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-5	61	Db4	4	1032
111	111	221	221	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-5	61	Db4	4	1034
111	111	443/2	443/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-3	39	Eb2	2	1052
111	111	443/2	443/2	0.5	3/8	3/8	2/4	17	1	1/8	1/8	1		-3	51	Eb3	3	1040
111	111	443/2	443/2	0.5	3/8	3/8	2/4	18	1	1/8	1/8	1		-3	51	Eb3	3	1043
111	111	443/2	443/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-3	51	Eb3	3	1049
111	111	443/2	443/2	0.5	3/8	3/8	2/4	16	1	1/8	1/8	1		-3	63	Eb4	4	1037
112	112	222	222	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1068
112	112	222	222	1.0	0	0	2/4	17	1	1/4	1/4	1		-1	53	F3	3	1062
112	112	222	222	1.0	0	0	2/4	18	1	1/4	1/4	1		-1	53	F3	3	1063
112	112	222	222	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1067
112	112	222	222	1.0	0	0	2/4	9	1	1/4	1/4	1		0	60	C4	4	1053
112	112	222	222	1.0	0	0	2/4	10	1	1/4	1/4	1		0	60	C4	4	1055
112	112	222	222	1.0	0	0	2/4	11	1	1/4	1/4	1		0	60	C4	4	1057
112	112	222	222	1.0	0	0	2/4	12	1	1/4	1/4	1		0	60	C4	4	1059
112	112	222	222	2.0	0	0	2/4	23	1	1/2	1/2	1		0	60	C4	4	1066
112	112	222	222	1.0	0	0	2/4	16	1	1/4	1/4	1		-1	65	F4	4	1061
112	112	222	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	69	A4	4	1065
112	112	222	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	72	C5	5	1064
112	112	222	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	81	A5	5	1065
112	112	222	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	84	C6	6	1064
112	112	223	223	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1054
112	112	223	223	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1056
112	112	223	223	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1058
112	112	223	223	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1060
113	113	224	224	2.0	0	0	2/4	18	1	1/2	1/2	1	1	3	45	A2	2	1074
113	113	224	224	2.0	0	0	2/4	17	1	1/2	1/2	1	1	4	52	E3	3	1073
113	113	224	224	2.0	0	0	2/4	16	1	1/2	1/2	1	1	7	61	C#4	4	1072
113	113	224	224	2.0	0	0	2/4	15	1	1/2	1/2	1	1	4	64	E4	4	1071
113	113	224	224	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1077
113	113	224	224	2.0	0	0	2/4	14	1	1/2	1/2	1	1	7	73	C#5	5	1070
113	113	224	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1076
113	113	224	224	2.0	0	0	2/4	13	1	1/2	1/2	1	1	4	76	E5	5	1069
113	113	224	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1075
113	113	224	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1076
113	113	224	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1075
114	114	226	226	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	3	45	A2	2	1085
114	114	226	226	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	4	52	E3	3	1083
114	114	226	226	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	7	61	C#4	4	1081
114	114	226	226	2.0	0	0	2/4	15	1	1/2	1/2	1	0	4	64	E4	4	1080
114	114	226	226	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1089
114	114	226	226	2.0	0	0	2/4	14	1	1/2	1/2	1	0	7	73	C#5	5	1079
114	114	226	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1088
114	114	226	226	2.0	0	0	2/4	13	1	1/2	1/2	1	0	4	76	E5	5	1078
114	114	226	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1087
114	114	226	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1088
114	114	226	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1087
114	114	227	227	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1	1	3	45	A2	2	1091
114	114	227	227	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1	1	3	57	A3	3	1084
114	114	227	227	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1	1	3	57	A3	3	1086
114	114	227	227	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	3	57	A3	3	1090
