mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	diminuendo_line	Trill:trill	Ottava:8va
11	10	11	10a	38	38	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	213
11	10	11	10a	77/2	77/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	214
11	10	11	10a	39	39	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	215
11	10	11	10a	79/2	79/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	216
11	10	11	10a	40	40	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	217
11	10	11	10a	81/2	81/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	218
12	11	12	11a	41	41	0.0		0	0	Spanner	4/4	1	1	0																0
12	11	12	11a	41	41	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	219								31			0
12	11	12	11a	42	42	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	220											0
12	11	12	11a	43	43	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	221											0
12	11	12	11a	87/2	87/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	222		ornamentTurn						32			0
12	11	12	11a	44	44	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	223								32			0
12	11	12	11a	89/2	89/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	224											0
12	11	12	11a	41	41	0.0		0	0	Spanner	4/4	2	1	0																1
12	11	12	11a	41	41	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	225								33			1
12	11	12	11a	42	42	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	226											1
12	11	12	11a	43	43	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	227											1
12	11	12	11a	87/2	87/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	228		ornamentTurn						34			1
12	11	12	11a	44	44	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	229								34			1
12	11	12	11a	89/2	89/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	230											1
12	11	12	11a	41	41	0.0		0	0	Spanner	4/4	3	1	0																2
12	11	12	11a	41	41	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	231											2
12	11	12	11a	83/2	83/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	232											2
12	11	12	11a	42	42	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	233											2
12	11	12	11a	85/2	85/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	234											2
12	11	12	11a	43	43	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	235											2
12	11	12	11a	87/2	87/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	236											2
12	11	12	11a	44	44	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	237											2
12	11	12	11a	89/2	89/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	238											2
12	11	12	11a	41	41	0.0		0	0	Spanner	4/4	4	1	0																3
12	11	12	11a	41	41	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	239											3
12	11	12	11a	83/2	83/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	240											3
12	11	12	11a	42	42	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	241											3
12	11	12	11a	85/2	85/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	242											3
