mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
30	30	1/2	1/2	4/4	2	1	viio65					C	V	I	viio65	vii	o	65					o7	0	0	3, 0, -3, 6		6	3	1	4	0.2	0.0625	0.9375	0.0625
30	30	5/8	5/8	4/4	2	1	iv64					C	V	I	iv64	iv		64					m	0	0	1, 0, -3		0	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	30	3/4	3/4	4/4	2	1	V65					C	V	I	V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
31	31	0	0	4/4	2	1	I					C	V	I	I	I							M	0	0	1, 5, 2		1	1	1	7	0.125	0.125	2.25	0.05263157894736842
31	31	1/2	1/2	4/4	2	1	V2					C	V	I	V2	V		2					Mm7	0	0	0, 2, 6, 3		2	0	0	6	0.0	0.0	1.875	0.0
31	31	7/8	7/8	4/4	2	1	viio43					C	V	I	viio43	vii	o	43					o7	0	0	0, -3, 6, 3		6	0	0	1	0.0	0.0	0.125	0.0
32	32	0	0	4/4	2	1	V7(9)/IV					C	V	I	V7(9)/IV	V		7	9	IV			Mm7	0	0	1, 5, 2, -1	3	1	1	1	8	0.1111111111111111	0.0625	1.4375	0.041666666666666664
32	32	1/4	1/4	4/4	2	1	IV					C	V	I	IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.6875	0.0
32	32	3/8	3/8	4/4	2	1	viio2					C	V	I	viio2	vii	o	2					o7	0	0	-3, 6, 3, 0		6	-3	0	3	0.0	0.0	0.3125	0.0
32	32	1/2	1/2	4/4	2	1	I					C	V	I	I	I							M	0	0	1, 5, 2		1	1	1	10	0.09090909090909091	0.125	1.625	0.07142857142857142
33	33	0	0	4/4	2	1	V					C	V	I	V	V							M	0	0	2, 6, 3		2	2	1	4	0.2	1.0	1.125	0.47058823529411764
33	33	1/4	1/4	4/4	2	1	V7					C	V	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.25	0.0
33	33	3/8	3/8	4/4	2	1	viio2					C	V	I	viio2	vii	o	2					o7	0	0	-3, 6, 3, 0		6	-3	0	1	0.0	0.0	0.125	0.0
33	33	1/2	1/2	4/4	2	1	V7(94)/IV					C	V	I	V7(94)/IV	V		7	94	IV			Mm7	0	0	1, 0, 2, -1	3	1	1	1	4	0.2	0.0625	0.6875	0.08333333333333333
33	33	5/8	5/8	4/4	2	1	V7/IV					C	V	I	V7/IV	V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	3/4	3/4	4/4	2	1	IV					C	V	I	IV	IV							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.4375	0.0
33	33	7/8	7/8	4/4	2	1	viio7]					C	V	I	viio7	vii	o	7					o7	0	0	6, 3, 0, -3		6	6	0	3	0.0	0.0	0.3125	0.0
34	34	0	0	4/4	2	1	I.V[V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	0.75	0.0
34	34	1/8	1/8	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.3125	0.0
34	34	1/4	1/4	4/4	2	1	vii%2					C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3	1	5	0.16666666666666666	0.0625	0.5625	0.1
34	34	1/2	1/2	4/4	2	1	V(964)					C	I	V	V(964)	V			964				M	0	0	1, 0, 4	3	1	1	0	4	0.0	0.0	1.125	0.0
34	34	3/4	3/4	4/4	2	1	V(64)					C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
34	34	7/8	7/8	4/4	2	1	vii%65/V	-0.9	-6	/		C	I	V	vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3	0	4	0.0	0.0	0.375	0.0
34	34	15/16	15/16	4/4	2	1	viio65/V	0	-9	/		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	0	1	0.0	0.0	0.0625	0.0
35	35	0	0	4/4	2	1	V7(94)					C	I	V	V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1	0	5	0.0	0.0	1.0	0.0
35	35	1/8	1/8	4/4	2	1	V7(9)					C	I	V	V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	2	0.0	0.0	0.3125	0.0
35	35	1/4	1/4	4/4	2	1	vii%2					C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3	1	5	0.16666666666666666	0.0625	0.5625	0.1
35	35	1/2	1/2	4/4	2	1	V(964)					C	I	V	V(964)	V			964				M	0	0	1, 0, 4	3	1	1	0	4	0.0	0.0	1.25	0.0
35	35	3/4	3/4	4/4	2	1	V(64)					C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	7/8	7/8	4/4	2	1	vii%65/V	-0.9	-6	/		C	I	V	vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3	0	4	0.0	0.0	0.375	0.0
35	35	15/16	15/16	4/4	2	1	viio65/V	0	-9	/		C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	0	1	0.0	0.0	0.0625	0.0
36	36	0	0	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.375	0.0
36	36	1/8	1/8	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
36	36	3/8	3/8	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
36	36	1/2	1/2	4/4	2	1	viio65/V					C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	1	4	0.2	0.125	0.875	0.125
36	36	3/4	3/4	4/4	2	1	vii%2					C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3	0	5	0.0	0.0	0.5	0.0
36	36	7/8	7/8	4/4	2	1	vii%43/V					C	I	V	vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0	0	5	0.0	0.0	0.5	0.0
36	36	15/16	15/16	4/4	2	1	viio65/V					C	I	V	viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	0	2	0.0	0.0	0.125	0.0
37	37	0	0	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	0.8125	0.0
37	37	1/16	1/16	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	2	0.5	0.3125	0.125	0.7142857142857143
37	37	3/8	3/8	4/4	2	1	#viio43/ii					C	I	V	#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1	1	3	0.25	0.125	0.375	0.25
37	37	1/2	1/2	4/4	2	1	V7(13)					C	I	V	V7(13)	V		7	13				Mm7	0	0	1, 5, 2, -1	4	1	1	0	5	0.0	0.0	1.0625	0.0
37	37	9/16	9/16	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	3	0.25	0.25	0.1875	0.5714285714285714
37	37	7/8	7/8	4/4	2	1	viio2/V	-2	-6	/		C	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3	1	4	0.2	0.125	0.5	0.2
38	38	0	0	4/4	2	1	V7(9)]\\					C	I	V	V7(9)	V		7	9			\\	Mm7	0	0	1, 5, 2, -1	3	1	1	13	31	0.29545454545454547	0.8125	2.6875	0.23214285714285715
40	40	3/4	3/4	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	2	20	0.09090909090909091	0.125	2.625	0.045454545454545456
41	41	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
41	41	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
41	41	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	1.75	0.0
42	42	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	7	0.0	0.0	1.75	0.0
42	42	1/4	1/4	4/4	2	1	I(64)					C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0	4	7	0.36363636363636365	0.125	1.125	0.1
42	42	1/2	1/2	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	29	0.0	0.0	4.125	0.0
43	43	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
43	43	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
43	43	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	1.75	0.0
44	44	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	7	0.0	0.0	1.75	0.0
44	44	1/4	1/4	4/4	2	1	I(64)					C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0	5	8	0.38461538461538464	0.13541666666666666	1.1145833333333333	0.10833333333333332
44	44	1/2	1/2	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	1.125	0.0
44	44	3/4	3/4	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	24	0.0	0.0	3.0	0.0
45	45	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
45	45	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
45	45	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	4	8	0.3333333333333333	0.125	1.125	0.1
46	46	0	0	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.25	0.0
46	46	1/4	1/4	4/4	2	1	V7/vi					C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	1.5	0.0
46	46	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
46	46	3/4	3/4	4/4	2	1	ii6(2)					C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1	4	5	0.4444444444444444	0.0	0.875	0.0
46	46	7/8	7/8	4/4	2	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
47	47	0	0	4/4	2	1	V7(4)					C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	6	0.0	0.0	2.5	0.0
47	47	1/4	1/4	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	2	0.5	0.25	0.25	0.5
47	47	1/2	1/2	4/4	2	1	V43/V					C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3	2	10	0.16666666666666666	0.25	2.75	0.08333333333333333
48	48	0	0	4/4	2	1	V65(9)					C	I		V65(9)	V		65	9				Mm7	0	0	5, 2, -1, 1	3	1	5	0	6	0.0	0.0	2.25	0.0
48	48	1/8	1/8	4/4	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.25	0.0
48	48	1/4	1/4	4/4	2	1	V65(13)					C	I		V65(13)	V		65	13				Mm7	0	0	5, 2, -1, 1	4	1	5	0	2	0.0	0.0	0.25	0.0
48	48	3/8	3/8	4/4	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.25	0.0
48	48	1/2	1/2	4/4	2	1	V7(4)					C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	6	0.0	0.0	1.25	0.0
48	48	5/8	5/8	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
48	48	3/4	3/4	4/4	2	1	V(9)					C	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1	0	3	0.0	0.0	0.375	0.0
48	48	7/8	7/8	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.375	0.0
49	49	0	0	4/4	2	1	I\\					C	I		I	I						\\	M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.75	0.0
49	49	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
49	49	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
49	49	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	1.75	0.0
50	50	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	7	0.0	0.0	1.75	0.0
50	50	1/4	1/4	4/4	2	1	I(64)					C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0	4	7	0.36363636363636365	0.125	1.125	0.1
50	50	1/2	1/2	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	29	0.0	0.0	4.125	0.0
51	51	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
51	51	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
51	51	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	1.75	0.0
52	52	0	0	4/4	2	1	iii					C	I		iii	iii							m	0	0	4, 1, 5		4	4	0	8	0.0	0.0	2.0	0.0
52	52	1/4	1/4	4/4	2	1	V7/iii					C	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5	3	9	0.25	0.09375	1.15625	0.075
52	52	1/2	1/2	4/4	2	1	iii					C	I		iii	iii							m	0	0	4, 1, 5		4	4	0	5	0.0	0.0	1.125	0.0
52	52	3/4	3/4	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	24	0.0	0.0	3.0	0.0
53	53	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
53	53	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
53	53	3/4	3/4	4/4	2	1	iii					C	I		iii	iii							m	0	0	4, 1, 5		4	4	3	9	0.25	0.09375	1.15625	0.075
54	54	0	0	4/4	2	1	V7/V					C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	7	0.0	0.0	1.25	0.0
54	54	1/4	1/4	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	6	0.0	0.0	1.5	0.0
54	54	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	5	0.0	0.0	1.25	0.0
54	54	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.0	0.0
54	54	7/8	7/8	4/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.25	0.0
55	55	0	0	4/4	2	1	V+6/vi	0	-10	/		C	I		V+6/vi	V	+	6		vi			+	0	0	8, 12, 4		4	8	1	4	0.2	0.25	1.0	0.2
55	55	1/4	1/4	4/4	2	1	vii%65	0	-10	/		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2	2	7	0.2222222222222222	0.1	1.15	0.08
55	55	1/2	1/2	4/4	2	1	#viio7/ii					C	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7	0	5	0.0	0.0	1.25	0.0
55	55	3/4	3/4	4/4	2	1	V2/V					C	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
56	56	0	0	4/4	2	1	V6(97)					C	I		V6(97)	V		6	97				M	0	0	5, 2, -1	3	1	5	1	4	0.2	0.125	0.625	0.16666666666666666
56	56	1/8	1/8	4/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
56	56	1/4	1/4	4/4	2	1	vii%65/V					C	I		vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3	0	8	0.0	0.0	1.125	0.0
56	56	1/2	1/2	4/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	1.25	0.0
56	56	3/4	3/4	4/4	2	1	iii7					C	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4	0	5	0.0	0.0	1.0	0.0
57	57	0	0	4/4	2	1	vi(4)					C	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3	1	6	0.14285714285714285	0.0	1.0	0.0
57	57	1/8	1/8	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.25	0.0
57	57	1/4	1/4	4/4	2	1	vi6					C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0	1	4	0.2	0.125	0.875	0.125
57	57	1/2	1/2	4/4	2	1	V(64)/V					C	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2	0	4	0.0	0.0	1.0	0.0
57	57	3/4	3/4	4/4	2	1	V7/V					C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.25	0.0
58	58	0	0	4/4	2	1	V\\					C	I		V	V						\\	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	2.5	0.0
58	58	1/2	1/2	4/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	6	0.0	0.0	2.5	0.0
59	59	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.875	0.0
59	59	1/2	1/2	4/4	2	1	IV6(2)					C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3	1	3	0.25	0.125	1.125	0.1
59	59	3/4	3/4	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.125	0.375	0.25
60	60	0	0	4/4	2	1	V2(6)/ii					C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1	0	6	0.0	0.0	3.375	0.0
60	60	3/8	3/8	4/4	2	1	V2/ii					C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1	0	1	0.0	0.0	0.125	0.0
60	60	1/2	1/2	4/4	2	1	ii6(2)					C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1	1	3	0.25	0.125	0.875	0.125
60	60	3/4	3/4	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	0	3	0.0	0.0	0.375	0.0
60	60	7/8	7/8	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
61	61	0	0	4/4	2	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	2	5	0.2857142857142857	0.25	2.25	0.1
61	61	1/2	1/2	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	8	0.3333333333333333	0.5	2.0	0.2
62	62	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	4	7	0.36363636363636365	0.5	2.0	0.2
62	62	1/2	1/2	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	2	6	0.25	0.25	1.25	0.16666666666666666
62	62	7/8	7/8	4/4	2	1	viio6	-2	-6	/		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	4	0.0	0.0	0.5	0.0
63	63	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	1.75	0.0
63	63	1/2	1/2	4/4	2	1	IV6(2)					C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3	1	4	0.2	0.125	1.625	0.07142857142857142
63	63	3/4	3/4	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.125	0.375	0.25
64	64	0	0	4/4	2	1	V2(6)/ii					C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1	0	6	0.0	0.0	3.375	0.0
64	64	3/8	3/8	4/4	2	1	V2/ii					C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1	0	1	0.0	0.0	0.125	0.0
64	64	1/2	1/2	4/4	2	1	ii6(2)					C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1	1	3	0.25	0.125	0.875	0.125
64	64	3/4	3/4	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	0	3	0.0	0.0	0.375	0.0
64	64	7/8	7/8	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
65	65	0	0	4/4	2	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	2	5	0.2857142857142857	0.25	2.25	0.1
65	65	1/2	1/2	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	8	0.3333333333333333	0.5	2.0	0.2
66	66	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	4	7	0.36363636363636365	0.5	2.0	0.2
66	66	1/2	1/2	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.25	1.375	0.15384615384615385
66	66	7/8	7/8	4/4	2	1	viio64/V	0	-9	/		C	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0	0	3	0.0	0.0	0.375	0.0
67	67	0	0	4/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	1.75	0.0
67	67	1/2	1/2	4/4	2	1	I(9)					C	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0	1	4	0.2	0.125	1.625	0.07142857142857142
67	67	3/4	3/4	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
68	68	0	0	4/4	2	1	V2(6)/vi					C	I		V2(6)/vi	V		2	6	vi			Mm7	0	0	2, 4, 8, 0		4	2	0	6	0.0	0.0	3.375	0.0
68	68	3/8	3/8	4/4	2	1	V2/vi					C	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2	0	1	0.0	0.0	0.125	0.0
68	68	1/2	1/2	4/4	2	1	vi6(2)					C	I		vi6(2)	vi		6	2				m	0	0	0, 4, 5		3	0	1	3	0.25	0.125	0.875	0.125
68	68	3/4	3/4	4/4	2	1	vii%43/V					C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0	0	3	0.0	0.0	0.375	0.0
68	68	7/8	7/8	4/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
69	69	0	0	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	2	5	0.2857142857142857	0.25	2.25	0.1
69	69	1/2	1/2	4/4	2	1	V/V					C	I		V/V	V				V			M	0	0	2, 6, 3		2	2	4	7	0.36363636363636365	0.5	1.5	0.25
70	70	0	0	4/4	2	1	V6					C	I		V6	V		6					M	0	0	5, 2, 1		1	5	4	6	0.4	0.5	1.5	0.25
70	70	1/2	1/2	4/4	2	1	#vii%43/ii					C	I		#vii%43/ii	#vii	%	43		ii			%7	0	0	1, 5, 7, 4		7	1	3	5	0.375	0.375	1.0	0.2727272727272727
71	71	0	0	4/4	2	1	V6/V					C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	2.5	0.0
71	71	1/2	1/2	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	2	5	0.2857142857142857	0.25	1.0	0.2
72	72	0	0	4/4	2	1	V7(4)/vi					C	I		V7(4)/vi	V		7	4	vi			Mm7	0	0	4, 3, 5, 2		4	4	0	5	0.0	0.0	2.375	0.0
72	72	3/8	3/8	4/4	2	1	V7/vi					C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.125	0.0
72	72	1/2	1/2	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	2	7	0.2222222222222222	0.25	1.75	0.125
73	73	0	0	4/4	2	1	V2(6)/vii					C	I		V2(6)/vii	V		2	6	vii			Mm7	0	0	4, 6, 10, 2		6	4	0	4	0.0	0.0	1.875	0.0
73	73	3/8	3/8	4/4	2	1	V2/vii					C	I		V2/vii	V		2		vii			Mm7	0	0	4, 6, 10, 7		6	4	0	1	0.0	0.0	0.125	0.0
73	73	1/2	1/2	4/4	2	1	VM7					C	I		VM7	V	M	7					MM7	0	0	1, 5, 2, 6		1	1	2	7	0.2222222222222222	0.25	1.75	0.125
74	74	0	0	4/4	2	1	iii7					C	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4	1	4	0.2	0.125	1.875	0.0625
74	74	1/2	1/2	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	2	7	0.2222222222222222	0.25	1.625	0.13333333333333333
75	75	0	0	4/4	2	1	vii%7/V					C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	1	5	0.16666666666666666	0.125	2.375	0.05
75	75	1/2	1/2	4/4	2	1	vii7					C	I		vii7	vii		7					mm7	0	0	5, 2, 6, 3		5	5	3	8	0.2727272727272727	0.375	1.625	0.1875
76	76	0	0	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	2	6	0.25	0.25	1.75	0.125
76	76	1/2	1/2	4/4	2	1	vii%43/V					C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0	4	8	0.3333333333333333	0.5	1.5	0.25
77	77	0	0	4/4	2	1	vii%7					C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5	2	6	0.25	0.25	1.75	0.125
