mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
198	198	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	8	0.1111111111111111	0.03125	1.21875	0.025
198	198	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	9	0.1	0.03125	1.46875	0.020833333333333332
198	198	3/4	3/4	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	1	9	0.1	0.03125	1.46875	0.020833333333333332
199	199	0	0	4/4	2	1	iii					C	I		iii	iii							m	0	0	4, 1, 5		4	4	1	9	0.1	0.03125	1.46875	0.020833333333333332
199	199	1/4	1/4	4/4	2	1	V7/III					C	I		V7/III	V		7		III			Mm7	0	0	5, 9, 6, 3		5	5	1	9	0.1	0.03125	1.46875	0.020833333333333332
199	199	1/2	1/2	4/4	2	1	iii					C	I		iii	iii							m	0	0	4, 1, 5		4	4	1	9	0.1	0.03125	1.46875	0.020833333333333332
199	199	3/4	3/4	4/4	2	1	I64					C	I		I64	I		64					M	0	0	1, 0, 4		0	1	0	5	0.0	0.0	0.625	0.0
199	199	7/8	7/8	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	8	0.0	0.0	0.625	0.0
200	200	0	0	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	1	8	0.1111111111111111	0.03125	1.21875	0.025
200	200	1/4	1/4	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	8	0.1111111111111111	0.03125	1.21875	0.025
200	200	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	9	0.1	0.03125	1.46875	0.020833333333333332
200	200	3/4	3/4	4/4	2	1	iii6					C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1	1	9	0.1	0.03125	1.46875	0.020833333333333332
201	201	0	0	4/4	2	1	V7/V					C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2	1	9	0.1	0.03125	1.46875	0.020833333333333332
201	201	1/4	1/4	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	9	0.1	0.03125	1.46875	0.020833333333333332
201	201	1/2	1/2	4/4	2	1	vi					C	I		vi	vi							m	0	0	3, 0, 4		3	3	1	8	0.1111111111111111	0.03125	1.21875	0.025
201	201	3/4	3/4	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	1	9	0.1	0.03125	1.46875	0.020833333333333332
202	202	0	0	4/4	2	1	V/vi					C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4	1	9	0.1	0.03125	1.46875	0.020833333333333332
202	202	1/4	1/4	4/4	2	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	1	9	0.1	0.03125	1.46875	0.020833333333333332
202	202	1/2	1/2	4/4	2	1	V7/IV					C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	0	9	0.0	0.0	1.5	0.0
202	202	3/4	3/4	4/4	2	1	v65					C	I		v65	v		65					mm7	0	0	-2, 2, -1, 1		1	-2	1	9	0.1	0.041666666666666664	1.0833333333333333	0.037037037037037035
203	203	0	0	4/4	2	1	V(6)/ii					C	I		V(6)/ii	V			6	ii			M	0	0	3, 7, -1		3	3	1	7	0.125	0.08333333333333333	1.875	0.0425531914893617
203	203	1/4	1/4	4/4	2	1	V2(6)/ii					C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
203	203	3/8	3/8	4/4	2	1	V2/ii					C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1	0	2	0.0	0.0	0.20833333333333334	0.0
203	203	1/2	1/2	4/4	2	1	ii6(9)					C	I		ii6(9)	ii		6	9				m	0	0	-1, 3, 2	4	2	-1	0	4	0.0	0.0	0.375	0.0
203	203	5/8	5/8	4/4	2	1	ii6(#7)					C	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1	0	2	0.0	0.0	0.20833333333333334	0.0
203	203	3/4	3/4	4/4	2	1	vi64(119)					C	I		vi64(119)	vi		64	119				m	0	0	4, 3, 0	2, 5	3	4	0	6	0.0	0.0	0.75	0.0
203	203	7/8	7/8	4/4	2	1	vi64					C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4	0	3	0.0	0.0	0.3333333333333333	0.0
204	204	0	0	4/4	2	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	0	8	0.0	0.0	1.4583333333333333	0.0
204	204	1/4	1/4	4/4	2	1	V7(6)/vi					C	I		V7(6)/vi	V		7	6	vi			Mm7	0	0	4, 8, 0, 2		4	4	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
204	204	3/8	3/8	4/4	2	1	V7/vi					C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	0	2	0.0	0.0	0.20833333333333334	0.0
204	204	1/2	1/2	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	0	7	0.0	0.0	0.8333333333333334	0.0
204	204	3/4	3/4	4/4	2	1	V43/iii					C	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6	0	6	0.0	0.0	0.875	0.0
204	204	7/8	7/8	4/4	2	1	#viio65/iii					C	I		#viio65/iii	#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6	0	2	0.0	0.0	0.20833333333333334	0.0
205	205	0	0	4/4	2	1	I64					C	I		I64	I		64					M	0	0	1, 0, 4		0	1	0	7	0.0	0.0	1.2083333333333333	0.0
205	205	1/4	1/4	4/4	2	1	#viio7(4)/vi					C	I		#viio7(4)/vi	#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8	0	5	0.0	0.0	0.75	0.0
205	205	3/8	3/8	4/4	2	1	#viio7/vi					C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8	0	2	0.0	0.0	0.20833333333333334	0.0
205	205	1/2	1/2	4/4	2	1	viio65(6)/V					C	I		viio65(6)/V	vii	o	65	6	V			o7	0	0	3, 2, -3, 6		6	3	0	6	0.0	0.0	0.875	0.0
205	205	5/8	5/8	4/4	2	1	viio65/V					C	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	0	2	0.0	0.0	0.20833333333333334	0.0
205	205	3/4	3/4	4/4	2	1	#viio2/vi					C	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1	0	6	0.0	0.0	0.625	0.0
205	205	7/8	7/8	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	0	4	0.0	0.0	0.4583333333333333	0.0
206	206	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	6	0.14285714285714285	0.08333333333333333	1.625	0.04878048780487805
206	206	1/4	1/4	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	1	4	0.2	0.08333333333333333	0.375	0.18181818181818182
206	206	1/2	1/2	4/4	2	1	ii7(11#4)					C	I		ii7(11#4)	ii		7	11#4				mm7	0	0	2, -1, 8, 0	1	2	2	1	5	0.16666666666666666	0.08333333333333333	0.6666666666666666	0.1111111111111111
206	206	5/8	5/8	4/4	2	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	0	3	0.0	0.0	0.3333333333333333	0.0
206	206	3/4	3/4	4/4	2	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
207	207	0	0	4/4	2	1	V(64)					C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	0	5	0.0	0.0	1.25	0.0
207	207	1/4	1/4	4/4	2	1	V(#7#5)					C	I		V(#7#5)	V			#7#5				M	0	0	1, 5, 9	6	1	1	1	11	0.08333333333333333	0.125	0.875	0.125
207	207	1/2	1/2	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.125	0.0
207	207	5/8	5/8	4/4	2	1	vii%2					C	I		vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3	0	1	0.0	0.0	0.25	0.0
207	207	3/4	3/4	4/4	2	1	V(9)/ii					C	I		V(9)/ii	V			9	ii			M	0	0	3, 7, 4	-2	3	3	0	2	0.0	0.0	0.25	0.0
207	207	7/8	7/8	4/4	2	1	viio6					C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	4	0.0	0.0	0.375	0.0
208	208	0	0	4/4	2	1	V7(94)					C	I		V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1	2	20	0.09090909090909091	0.0	4.75	0.0
209	209	0	0	4/4	2	1	V7(9)					C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	0	7	0.0	0.0	3.25	0.0
209	209	1/2	1/2	4/4	2	1	V7(119)					C	I		V7(119)	V		7	119				Mm7	0	0	1, 5, 2, -1	0, 3	1	1	1	8	0.1111111111111111	0.0	3.25	0.0
210	210	0	0	4/4	2	1	V7(9)					C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	2	20	0.09090909090909091	0.0	4.5	0.0
210	210	3/4	3/4	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	7	0.2222222222222222	0.0	1.75	0.0
211	211	0	0	4/4	2	1	I	0	-8	/		C	I		I	I							M	0	0	0, 4, 1		0	0	0	28	0.0	0.0	10.75	0.0
212	212	1/2	1/2	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
213	213	0	0	4/4	2	1	V2(6)/ii					C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1	0	6	0.0	0.0	1.5	0.0
213	213	1/4	1/4	4/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	6	0.0	0.0	1.5	0.0
213	213	1/2	1/2	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
213	213	3/4	3/4	4/4	2	1	V43					C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	7	0.0	0.0	1.75	0.0
214	214	0	0	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	1.5	0.0
214	214	1/4	1/4	4/4	2	1	IV64					C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	12	0.0	0.0	1.625	0.0
214	214	3/4	3/4	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.3125	0.0
214	214	7/8	7/8	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.3125	0.0
215	215	0	0	4/4	2	1	IV64					C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	7	0.0	0.0	0.625	0.0
215	215	1/4	1/4	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	12	0.0	0.0	1.625	0.0
215	215	3/4	3/4	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.3125	0.0
215	215	7/8	7/8	4/4	2	1	IV64					C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	4	0.0	0.0	0.3125	0.0
216	216	0	0	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	6	0.0	0.0	0.5625	0.0
216	216	1/4	1/4	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	12	0.0	0.0	1.625	0.0
216	216	3/4	3/4	4/4	2	1	IV64					C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	4	0.0	0.0	0.3125	0.0
216	216	7/8	7/8	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.3125	0.0
217	217	0	0	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.3125	0.0
217	217	1/8	1/8	4/4	2	1	IV64					C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.25	0.0
217	217	1/4	1/4	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.25	0.0
217	217	3/8	3/8	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.25	0.0
217	217	1/2	1/2	4/4	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	15	0.0	0.0	1.375	0.0
218	218	0	0	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	3	7	0.3	0.25	1.6875	0.12903225806451613
218	218	3/8	3/8	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	13	0.0	0.0	2.0	0.0
218	218	7/8	7/8	4/4	2	1	I64					C	I		I64	I		64					M	0	0	1, 0, 4		0	1	3	12	0.2	0.25	1.75	0.125
219	219	3/8	3/8	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	16	0.0	0.0	2.5	0.0
219	219	7/8	7/8	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	12	0.2	0.25	1.75	0.125
220	220	3/8	3/8	4/4	2	1	I64					C	I		I64	I		64					M	0	0	1, 0, 4		0	1	0	13	0.0	0.0	2.0	0.0
220	220	7/8	7/8	4/4	2	1	I\\					C	I		I	I						\\	M	0	0	0, 4, 1		0	0	3	36	0.07692307692307693	0.25	7.375	0.03278688524590164
