mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
99	98	99	98a	195	195	2.0		0	0	2/4	2	2	1/2		1/2	1	-1	3	45	A2	2	1021
99	98	99	98a	195	195	0.5		0	0	2/4	2	1	1/8		1/8	1		6	54	F#3	3	1017
99	98	99	98a	195	195	0.25		0	0	2/4	1	1	1/16		1/16	1		2	62	D4	4	1011
99	98	99	98a	781/4	781/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1012
99	98	99	98a	391/2	391/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1018
99	98	99	98a	391/2	391/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	1013
99	98	99	98a	783/4	783/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1014
99	98	99	98a	196	196	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	50	D3	3	1019
99	98	99	98a	196	196	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	66	F#4	4	1015
99	98	99	98a	393/2	393/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1020
99	98	99	98a	393/2	393/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		8	56	G#3	3	1016
100	99	100	99a	197	197	1.0		0	0	2/4	2	2	1/4		1/4	1		3	45	A2	2	1029
100	99	100	99a	197	197	0.5		0	0	2/4	2	1	1/8		1/8	1		7	49	C#3	3	1025
100	99	100	99a	197	197	0.5		0	0	2/4	1	1	1/8		1/8	1		5	59	B3	3	1022
100	99	100	99a	395/2	395/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1026
100	99	100	99a	395/2	395/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	57	A3	3	1023
100	99	100	99a	198	198	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		3	45	A2	2	1030
100	99	100	99a	198	198	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		7	49	C#3	3	1027
100	99	100	99a	397/2	397/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1028
100	99	100	99a	397/2	397/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	64	E4	4	1024
101	100	101	100a	199	199	1.0		0	0	2/4	2	2	1/4		1/4	1		8	44	G#2	2	1038
101	100	101	100a	199	199	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	1034
101	100	101	100a	199	199	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	4	64	E4	4	1031
101	100	101	100a	399/2	399/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1035
101	100	101	100a	399/2	399/2	1.0		1/8	1/8	2/4	1	1	1/4		1/4	1		4	64	E4	4	1032
101	100	101	100a	200	200	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		3	45	A2	2	1039
101	100	101	100a	200	200	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		7	49	C#3	3	1036
101	100	101	100a	401/2	401/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1037
101	100	101	100a	401/2	401/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	64	E4	4	1033
102	101	102	101a	201	201	2.0		0	0	2/4	2	2	1/2		1/2	1		4	40	E2	2	1058
102	101	102	101a	201	201	0.5		0	0	2/4	2	1	1/8		1/8	1		5	47	B2	2	1054
102	101	102	101a	201	201	0.25		0	0	2/4	1	1	1/16		1/16	1	-1	4	64	E4	4	1040
102	101	102	101a	805/4	805/4	0.125		1/16	1/16	2/4	1	1	1/32		1/32	1		6	66	F#4	4	1041
102	101	102	101a	1611/8	1611/8	0.125		3/32	3/32	2/4	1	1	1/32		1/32	1		8	68	G#4	4	1042
102	101	102	101a	403/2	403/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1055
102	101	102	101a	403/2	403/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		3	69	A4	4	1043
102	101	102	101a	1613/8	1613/8	0.125		5/32	5/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	1044
102	101	102	101a	807/4	807/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		7	73	C#5	5	1045
102	101	102	101a	1615/8	1615/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	1046
102	101	102	101a	202	202	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	47	B2	2	1056
102	101	102	101a	202	202	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	E5	5	1047
102	101	102	101a	809/4	809/4	0.125		5/16	5/16	2/4	1	1	1/32		1/32	1		6	78	F#5	5	1048
102	101	102	101a	1619/8	1619/8	0.125		11/32	11/32	2/4	1	1	1/32		1/32	1		8	80	G#5	5	1049
102	101	102	101a	405/2	405/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	49	C#3	3	1057
102	101	102	101a	405/2	405/2	0.125		3/8	3/8	2/4	1	1	1/32		1/32	1		3	81	A5	5	1050
102	101	102	101a	1621/8	1621/8	0.125		13/32	13/32	2/4	1	1	1/32		1/32	1		5	83	B5	5	1051
102	101	102	101a	811/4	811/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		7	85	C#6	6	1052
102	101	102	101a	1623/8	1623/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		2	86	D6	6	1053
103	102	103	102a	203	203	2.0		0	0	2/4	2	2	1/2		1/2	1		7	37	C#2	2	1080
103	102	103	102a	203	203	1.0		0	0	2/4	2	1	1/4		1/4	1	1	3	45	A2	2	1076
103	102	103	102a	203	203	0.125		0	0	2/4	1	1	1/32		1/32	1		4	88	E6	6	1059
103	102	103	102a	1625/8	1625/8	0.125		1/32	1/32	2/4	1	1	1/32		1/32	1		9	87	D#6	6	1060
103	102	103	102a	813/4	813/4	0.125		1/16	1/16	2/4	1	1	1/32		1/32	1		4	88	E6	6	1061
103	102	103	102a	1627/8	1627/8	0.125		3/32	3/32	2/4	1	1	1/32		1/32	1		9	87	D#6	6	1062
103	102	103	102a	407/2	407/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		4	88	E6	6	1063
103	102	103	102a	1629/8	1629/8	0.125		5/32	5/32	2/4	1	1	1/32		1/32	1		2	86	D6	6	1064
103	102	103	102a	815/4	815/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		7	85	C#6	6	1065
103	102	103	102a	1631/8	1631/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		5	83	B5	5	1066
103	102	103	102a	204	204	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1	-1	3	45	A2	2	1077
103	102	103	102a	204	204	0.1111111111111111		1/4	1/4	2/4	1	1	1/36		1/32	8/9		3	81	A5	5	1067
103	102	103	102a	1837/9	1837/9	0.1111111111111111		5/18	5/18	2/4	1	1	1/36		1/32	8/9		8	80	G#5	5	1068
103	102	103	102a	1838/9	1838/9	0.1111111111111111		11/36	11/36	2/4	1	1	1/36		1/32	8/9		6	78	F#5	5	1069
103	102	103	102a	613/3	613/3	0.1111111111111111		1/3	1/3	2/4	1	1	1/36		1/32	8/9		4	76	E5	5	1070
103	102	103	102a	1840/9	1840/9	0.1111111111111111		13/36	13/36	2/4	1	1	1/36		1/32	8/9		2	74	D5	5	1071
103	102	103	102a	409/2	409/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		5	47	B2	2	1078
103	102	103	102a	1841/9	1841/9	0.1111111111111111		7/18	7/18	2/4	1	1	1/36		1/32	8/9		7	73	C#5	5	1072
103	102	103	102a	614/3	614/3	0.1111111111111111		5/12	5/12	2/4	1	1	1/36		1/32	8/9		5	71	B4	4	1073
103	102	103	102a	819/4	819/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		7	49	C#3	3	1079
103	102	103	102a	1843/9	1843/9	0.1111111111111111		4/9	4/9	2/4	1	1	1/36		1/32	8/9		3	69	A4	4	1074
103	102	103	102a	1844/9	1844/9	0.1111111111111111		17/36	17/36	2/4	1	1	1/36		1/32	8/9		8	68	G#4	4	1075
104	103	104	103a	205	205	1.0		0	0	2/4	2	2	1/4		1/4	1		2	38	D2	2	1088
104	103	104	103a	205	205	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	1084
104	103	104	103a	205	205	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	1081
104	103	104	103a	411/2	411/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		7	49	C#3	3	1085
104	103	104	103a	411/2	411/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		6	78	F#5	5	1082
104	103	104	103a	206	206	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		4	40	E2	2	1089
104	103	104	103a	206	206	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	47	B2	2	1086
104	103	104	103a	413/2	413/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	1087
104	103	104	103a	413/2	413/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	59	B3	3	1083
104	103	104	103a	413/2	413/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	1083
104	103	104	103a	413/2	413/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		8	68	G#4	4	1083
105	104	105	104a	207	207	0.5		0	0	2/4	2	2	1/8		1/8	1		3	45	A2	2	1096
105	104	105	104a	207	207	0.5		0	0	2/4	1	1	1/8		1/8	1		7	61	C#4	4	1090
105	104	105	104a	207	207	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	1090
105	104	105	104a	415/2	415/2	0.5		1/8	1/8	2/4	2	2	1/8		1/8	1		3	33	A1	1	1097
105	104	105	104a	208	208	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	33	A1	1	1095
105	104	105	104a	208	208	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1095
105	104	105	104a	208	208	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	52	E3	3	1091
105	104	105	104a	833/4	833/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	1092
105	104	105	104a	417/2	417/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1093
105	104	105	104a	835/4	835/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1094
106	105	106	105a	209	209	1.0		0	0	2/4	2	1	1/4		1/4	1		8	32	G#1	1	1106
106	105	106	105a	209	209	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1106
106	105	106	105a	209	209	0.25		0	0	2/4	1	1	1/16		1/16	1		4	52	E3	3	1098
106	105	106	105a	837/4	837/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	1099
106	105	106	105a	419/2	419/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	1100
106	105	106	105a	839/4	839/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1101
106	105	106	105a	210	210	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	33	A1	1	1107
106	105	106	105a	210	210	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1107
106	105	106	105a	210	210	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	52	E3	3	1102
106	105	106	105a	841/4	841/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	1103
106	105	106	105a	421/2	421/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	1104
106	105	106	105a	843/4	843/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1105
107	106	107	106a	211	211	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1116
107	106	107	106a	211	211	0.25		0	0	2/4	1	1	1/16		1/16	1		4	52	E3	3	1108
107	106	107	106a	845/4	845/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		8	56	G#3	3	1109
107	106	107	106a	423/2	423/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1110
107	106	107	106a	847/4	847/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	1111
107	106	107	106a	212	212	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	38	D2	2	1117
107	106	107	106a	212	212	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	50	D3	3	1117
107	106	107	106a	212	212	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	52	E3	3	1112
107	106	107	106a	849/4	849/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		8	56	G#3	3	1113
107	106	107	106a	425/2	425/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		9	63	D#4	4	1114
107	106	107	106a	851/4	851/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1115
108	107	108	107a	213	213	1.0		0	0	2/4	2	1	1/4		1/4	1		7	37	C#2	2	1126
108	107	108	107a	213	213	1.0		0	0	2/4	2	1	1/4		1/4	1		7	49	C#3	3	1126
108	107	108	107a	213	213	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1118
108	107	108	107a	853/4	853/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1119
108	107	108	107a	427/2	427/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	1120
108	107	108	107a	855/4	855/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1121
108	107	108	107a	214	214	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		5	35	B1	1	1127
108	107	108	107a	214	214	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		5	47	B2	2	1127
108	107	108	107a	214	214	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	59	B3	3	1122
108	107	108	107a	857/4	857/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1123
108	107	108	107a	429/2	429/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1124
108	107	108	107a	859/4	859/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1125
109	108	109	108a	215	215	1.0		0	0	2/4	2	1	1/4		1/4	1		3	33	A1	1	1136
109	108	109	108a	215	215	1.0		0	0	2/4	2	1	1/4		1/4	1		3	45	A2	2	1136
109	108	109	108a	215	215	0.25		0	0	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1128
109	108	109	108a	861/4	861/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1129
109	108	109	108a	431/2	431/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1130
109	108	109	108a	863/4	863/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1131
109	108	109	108a	216	216	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		6	30	F#1	1	1137
109	108	109	108a	216	216	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		6	42	F#2	2	1137
109	108	109	108a	216	216	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		9	63	D#4	4	1132
109	108	109	108a	865/4	865/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1133
109	108	109	108a	433/2	433/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1134
109	108	109	108a	867/4	867/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1135
110	109	110	109a	217	217	1.0		0	0	2/4	2	1	1/4		1/4	1		4	28	E1	1	1146
110	109	110	109a	217	217	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1146
110	109	110	109a	217	217	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	1138
110	109	110	109a	869/4	869/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1139
110	109	110	109a	435/2	435/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	1140
110	109	110	109a	871/4	871/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1141
110	109	110	109a	218	218	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	33	A1	1	1147
110	109	110	109a	218	218	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1147
110	109	110	109a	218	218	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	52	E3	3	1142
110	109	110	109a	873/4	873/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	1143
110	109	110	109a	437/2	437/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1144
110	109	110	109a	875/4	875/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1145
111	110	111	110a	219	219	1.0		0	0	2/4	2	1	1/4		1/4	1		8	32	G#1	1	1156
111	110	111	110a	219	219	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1156
111	110	111	110a	219	219	0.25		0	0	2/4	1	1	1/16		1/16	1		4	52	E3	3	1148
111	110	111	110a	877/4	877/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	1149
111	110	111	110a	439/2	439/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	1150
111	110	111	110a	879/4	879/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1151
111	110	111	110a	220	220	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		1	31	G1	1	1157
111	110	111	110a	220	220	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		1	43	G2	2	1157
111	110	111	110a	220	220	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1152
111	110	111	110a	881/4	881/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1153
111	110	111	110a	441/2	441/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	1154
111	110	111	110a	883/4	883/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1155
112	111	112	111a	221	221	1.0		0	0	2/4	2	1	1/4		1/4	1		6	30	F#1	1	1166
112	111	112	111a	221	221	1.0		0	0	2/4	2	1	1/4		1/4	1		6	42	F#2	2	1166
112	111	112	111a	221	221	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1158
112	111	112	111a	885/4	885/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1159
112	111	112	111a	443/2	443/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1160
112	111	112	111a	887/4	887/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1161
112	111	112	111a	222	222	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-1	29	F1	1	1167
112	111	112	111a	222	222	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-1	41	F2	2	1167
112	111	112	111a	222	222	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1162
112	111	112	111a	889/4	889/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1163
112	111	112	111a	445/2	445/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1164
112	111	112	111a	891/4	891/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1165
113	112	113	112a	223	223	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	-1	29	F1	1	1176
113	112	113	112a	223	223	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	-1	41	F2	2	1176
113	112	113	112a	223	223	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1168
113	112	113	112a	893/4	893/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1169
113	112	113	112a	447/2	447/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1170
113	112	113	112a	895/4	895/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1171
113	112	113	112a	224	224	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-1	41	F2	2	1177
113	112	113	112a	224	224	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1172
113	112	113	112a	897/4	897/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		9	63	D#4	4	1173
113	112	113	112a	449/2	449/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1174
113	112	113	112a	899/4	899/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1175
114	113	114	113a	225	225	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1186
114	113	114	113a	225	225	0.25		0	0	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1178
114	113	114	113a	901/4	901/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1179
114	113	114	113a	451/2	451/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1180
114	113	114	113a	903/4	903/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1181
114	113	114	113a	226	226	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	40	E2	2	1187
114	113	114	113a	226	226	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	59	B3	3	1182
114	113	114	113a	905/4	905/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1183
114	113	114	113a	453/2	453/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1184
114	113	114	113a	907/4	907/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1185
115	114	115	114a	227	227	1.0		0	0	2/4	2	1	1/4		1/4	1		3	33	A1	1	1194
115	114	115	114a	227	227	1.0		0	0	2/4	2	1	1/4		1/4	1		3	45	A2	2	1194
115	114	115	114a	227	227	1.0		0	0	2/4	1	1	1/4		1/4	1		7	61	C#4	4	1188
115	114	115	114a	227	227	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	1188
115	114	115	114a	228	228	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1195
115	114	115	114a	228	228	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1195
115	114	115	114a	228	228	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	64	E4	4	1189
115	114	115	114a	228	228	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	1193
115	114	115	114a	913/4	913/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1190
115	114	115	114a	457/2	457/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1191
115	114	115	114a	915/4	915/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1192
116	115	116	115a	229	229	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1205
116	115	116	115a	229	229	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1205
116	115	116	115a	229	229	1.0		0	0	2/4	1	2	1/4		1/4	1		2	62	D4	4	1203
116	115	116	115a	229	229	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1196
116	115	116	115a	917/4	917/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1197
116	115	116	115a	459/2	459/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		10	70	A#4	4	1198
116	115	116	115a	919/4	919/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1199
116	115	116	115a	230	230	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1206
116	115	116	115a	230	230	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1206
116	115	116	115a	230	230	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	61	C#4	4	1204
116	115	116	115a	921/4	921/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1200
116	115	116	115a	461/2	461/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1201
116	115	116	115a	923/4	923/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1202
117	116	117	116a	231	231	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1216
117	116	117	116a	231	231	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1216
117	116	117	116a	231	231	1.0		0	0	2/4	1	2	1/4		1/4	1		5	59	B3	3	1214
117	116	117	116a	231	231	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	1207
117	116	117	116a	925/4	925/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1208
117	116	117	116a	463/2	463/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		13	67	F##4	4	1209
117	116	117	116a	927/4	927/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1210
117	116	117	116a	232	232	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1217
117	116	117	116a	232	232	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1217
117	116	117	116a	232	232	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	1215
117	116	117	116a	929/4	929/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1211
117	116	117	116a	465/2	465/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1212
117	116	117	116a	931/4	931/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1213
118	117	118	117a	233	233	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1228
118	117	118	117a	233	233	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1228
118	117	118	117a	233	233	1.0		0	0	2/4	1	2	1/4		1/4	1		2	62	D4	4	1226
118	117	118	117a	233	233	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1218
118	117	118	117a	933/4	933/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1219
118	117	118	117a	467/2	467/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		10	70	A#4	4	1220
118	117	118	117a	935/4	935/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1221
118	117	118	117a	234	234	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1229
118	117	118	117a	234	234	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1229
118	117	118	117a	234	234	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	61	C#4	4	1227
118	117	118	117a	234	234	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	71	B4	4	1222
