mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
13	12	13	12a	23	23	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	100
13	12	13	12a	24	24	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	101
14	13	14	13a	25	25	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	102								6
14	13	14	13a	51/2	51/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	103								6
14	13	14	13a	103/4	103/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	104								6
14	13	14	13a	26	26	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	105								6
14	13	14	13a	53/2	53/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	106
14	13	14	13a	25	25	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	107
14	13	14	13a	26	26	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	108
14	13	14	13a	25	25	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	109
14	13	14	13a	26	26	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	110
15	14	15	14a	27	27	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	111								7
15	14	15	14a	28	28	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	112								7
15	14	15	14a	57/2	57/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	113								7
15	14	15	14a	27	27	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	114
15	14	15	14a	28	28	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	115
15	14	15	14a	57/2	57/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	116
15	14	15	14a	27	27	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	117
15	14	15	14a	28	28	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	118
16	15	16	15a	29	29	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	119								7
16	15	16	15a	59/2	59/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	120								7
16	15	16	15a	30	30	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	121								7
16	15	16	15a	61/2	61/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	122								7
16	15	16	15a	29	29	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	123
16	15	16	15a	59/2	59/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	124
16	15	16	15a	30	30	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	125
16	15	16	15a	61/2	61/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	126
16	15	16	15a	29	29	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	127
16	15	16	15a	30	30	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	128
17	16	17	16a	31	31	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	129								7
17	16	17	16a	63/2	63/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	130								7
17	16	17	16a	32	32	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	131								7
17	16	17	16a	65/2	65/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	132
17	16	17	16a	31	31	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	133
17	16	17	16a	63/2	63/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	134
17	16	17	16a	32	32	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	135
17	16	17	16a	65/2	65/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	136
17	16	17	16a	31	31	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	137
18	17	18	17a	33	33	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	138
18	17	18	17a	34	34	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	139
18	17	18	17a	69/2	69/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	140
18	17	18	17a	139/4	139/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	141
18	17	18	17a	67/2	67/2	1.5		1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	142
18	17	18	17a	34	34	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	143
18	17	18	17a	33	33	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	144
19	18	19	18a	35	35	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	145		articStaccatoAbove
19	18	19	18a	71/2	71/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatoAbove
19	18	19	18a	36	36	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	147
19	18	19	18a	147/4	147/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	148
19	18	19	18a	295/8	295/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	149
19	18	19	18a	35	35	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	150
19	18	19	18a	71/2	71/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	151
19	18	19	18a	36	36	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	152
19	18	19	18a	35	35	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	153
19	18	19	18a	36	36	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	154
20	19	20	19a	37	37	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	155
20	19	20	19a	153/4	153/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	156
20	19	20	19a	77/2	77/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	157
20	19	20	19a	37	37	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	158
20	19	20	19a	38	38	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	159
20	19	20	19a	37	37	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	160
21	20	21	20a	39	39	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	161
21	20	21	20a	157/4	157/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	162
21	20	21	20a	79/2	79/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	163
21	20	21	20a	40	40	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	164
21	20	21	20a	161/4	161/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	165
21	20	21	20a	81/2	81/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	166
21	20	21	20a	39	39	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	167
21	20	21	20a	40	40	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	168
22	21	22	21a	41	41	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	169
22	21	22	21a	165/4	165/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	170
22	21	22	21a	83/2	83/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	171
22	21	22	21a	42	42	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	172
22	21	22	21a	169/4	169/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	173
22	21	22	21a	85/2	85/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	174
22	21	22	21a	41	41	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	175
22	21	22	21a	42	42	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	176
23	22	23	22a	43	43	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	177								8
23	22	23	22a	345/8	345/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	178								8
23	22	23	22a	173/4	173/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	179								8
23	22	23	22a	347/8	347/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	180								8
23	22	23	22a	87/2	87/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	181								8
23	22	23	22a	349/8	349/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	182								8
23	22	23	22a	175/4	175/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	183								8
23	22	23	22a	351/8	351/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	184								8
23	22	23	22a	44	44	0.08333333333333333		1/4	1/4	Chord	2/4	1	1	1/48		1/32	2/3	185								8
23	22	23	22a	529/12	529/12	0.08333333333333333		13/48	13/48	Chord	2/4	1	1	1/48		1/32	2/3	186								8
23	22	23	22a	265/6	265/6	0.08333333333333333		7/24	7/24	Chord	2/4	1	1	1/48		1/32	2/3	187								8
23	22	23	22a	177/4	177/4	0.08333333333333333		5/16	5/16	Chord	2/4	1	1	1/48		1/32	2/3	188								8
23	22	23	22a	133/3	133/3	0.08333333333333333		1/3	1/3	Chord	2/4	1	1	1/48		1/32	2/3	189								8
23	22	23	22a	533/12	533/12	0.08333333333333333		17/48	17/48	Chord	2/4	1	1	1/48		1/32	2/3	190								8
23	22	23	22a	89/2	89/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	191								8
23	22	23	22a	357/8	357/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	192								8
23	22	23	22a	179/4	179/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	193								8
23	22	23	22a	359/8	359/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	194
23	22	23	22a	43	43	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	195
23	22	23	22a	89/2	89/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	196
24	23	24	23a	45	45	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	197								9
24	23	24	23a	181/4	181/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	198
24	23	24	23a	91/2	91/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	199								10
24	23	24	23a	183/4	183/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	200
24	23	24	23a	46	46	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	201								11
24	23	24	23a	185/4	185/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	202
24	23	24	23a	93/2	93/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	203								12
24	23	24	23a	187/4	187/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	204
24	23	24	23a	45	45	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	205
24	23	24	23a	91/2	91/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	206
24	23	24	23a	46	46	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	207
24	23	24	23a	93/2	93/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	208
25	24	25	24a	47	47	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	209								13
25	24	25	24a	95/2	95/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	210
25	24	25	24a	193/4	193/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	211
25	24	25	24a	97/2	97/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	212
25	24	25	24a	47	47	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	213
25	24	25	24a	48	48	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	214
26	25	26	25a	49	49	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	215
26	25	26	25a	197/4	197/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	216
26	25	26	25a	99/2	99/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	217
26	25	26	25a	50	50	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	218
26	25	26	25a	201/4	201/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	219
26	25	26	25a	101/2	101/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	220
26	25	26	25a	49	49	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	221
26	25	26	25a	50	50	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	222
27	26	27	26a	51	51	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	223
27	26	27	26a	205/4	205/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	224
27	26	27	26a	103/2	103/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	225
27	26	27	26a	52	52	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	226
27	26	27	26a	209/4	209/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	227
27	26	27	26a	105/2	105/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	228
27	26	27	26a	51	51	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	229
27	26	27	26a	52	52	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	230
28	27	28	27a	53	53	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	231								14
28	27	28	27a	425/8	425/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	232								14
28	27	28	27a	213/4	213/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	233								14
28	27	28	27a	427/8	427/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	234								14
28	27	28	27a	107/2	107/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	235								14
28	27	28	27a	429/8	429/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	236								14
28	27	28	27a	215/4	215/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	237								14
28	27	28	27a	431/8	431/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	238								14
28	27	28	27a	54	54	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	239								14
28	27	28	27a	433/8	433/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	240								14
28	27	28	27a	217/4	217/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	241								14
28	27	28	27a	435/8	435/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	242								14
28	27	28	27a	109/2	109/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	243								14
28	27	28	27a	437/8	437/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	244								14
28	27	28	27a	219/4	219/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	245								14
28	27	28	27a	439/8	439/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	246
28	27	28	27a	53	53	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	247
28	27	28	27a	109/2	109/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	248		articStaccatoBelow
29	28	29	28a	55	55	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	249								15
29	28	29	28a	221/4	221/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	250
29	28	29	28a	111/2	111/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	251								16
29	28	29	28a	223/4	223/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	252
29	28	29	28a	56	56	0.0		1/4	1/4	Chord	2/4	1	1	0	appoggiatura	1/8	1	253
29	28	29	28a	56	56	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	254								17
29	28	29	28a	225/4	225/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	255								17
29	28	29	28a	113/2	113/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	256								17
29	28	29	28a	227/4	227/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	257
29	28	29	28a	55	55	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	258		articStaccatoBelow
29	28	29	28a	111/2	111/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	259		articStaccatoBelow
29	28	29	28a	56	56	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	260		articStaccatoBelow
29	28	29	28a	113/2	113/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	261		articStaccatoBelow
30	29	30	29a	57	57	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	262
30	29	30	29a	58	58	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	263								18
30	29	30	29a	233/4	233/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	264								18
30	29	30	29a	117/2	117/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	265								18
30	29	30	29a	235/4	235/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	266								18
30	29	30	29a	57	57	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	267
