mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
28	24	73	24c	391/4	151/4	0.25	7/16	7/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	178
29	25	74	25a	98	38	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	181
29	25	74	25a	393/4	153/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	182
29	25	74	25a	197/2	77/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	60	C4	4	183
29	25	74	25a	395/4	155/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	187
29	25	74	25a	395/4	155/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	184
29	25	74	25a	99	39	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		1	55	G3	3	188
29	25	74	25a	99	39	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	185
29	25	74	25a	397/4	157/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	189
29	25	74	25a	397/4	157/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	186
30	26	75	26a	199/2	79/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-1	65	F4	4	190
30	26	75	26a	199/2	79/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	194
30	26	75	26a	199/2	79/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		1	67	G4	4	191
30	26	75	26a	399/4	159/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	195
30	26	75	26a	100	40	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	196
30	26	75	26a	401/4	161/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	197
30	26	75	26a	401/4	161/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	192
30	26	75	26a	201/2	81/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	198
30	26	75	26a	201/2	81/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	193
30	26	75	26a	403/4	163/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	199
31	27	76	27a	101	41	0.25	0	0	3/8	2	1	1/16		1/16	1		1	55	G3	3	203
31	27	76	27a	101	41	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	200
31	27	76	27a	405/4	165/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		5	59	B3	3	204
31	27	76	27a	203/2	83/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		3	57	A3	3	205
31	27	76	27a	203/2	83/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	C5	5	201
31	27	76	27a	407/4	167/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		0	60	C4	4	206
31	27	76	27a	102	42	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		5	59	B3	3	207
31	27	76	27a	102	42	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	202
31	27	76	27a	409/4	169/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	62	D4	4	208
32	28	77	28a	205/2	85/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	216
32	28	77	28a	205/2	85/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	209
32	28	77	28a	411/4	171/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	210
32	28	77	28a	103	43	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	211
32	28	77	28a	413/4	173/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	212
32	28	77	28a	207/2	87/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	217
32	28	77	28a	207/2	87/2	0.375	1/4	1/4	3/8	1	1	3/32		1/16	3/2		2	74	D5	5	213
32	28	77	28a	831/8	351/8	0.0625	11/32	11/32	3/8	1	1	1/64		1/64	1		0	72	C5	5	214
32	28	77	28a	1663/16	703/16	0.0625	23/64	23/64	3/8	1	1	1/64		1/64	1		2	74	D5	5	215
33	29	78	29a	104	44	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	225
33	29	78	29a	104	44	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	218
33	29	78	29a	417/4	177/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	219
33	29	78	29a	209/2	89/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	220
33	29	78	29a	419/4	179/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	221
33	29	78	29a	105	45	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	226
33	29	78	29a	105	45	0.375	1/4	1/4	3/8	1	1	3/32		1/16	3/2		2	74	D5	5	222
33	29	78	29a	843/8	363/8	0.0625	11/32	11/32	3/8	1	1	1/64		1/64	1		0	72	C5	5	223
33	29	78	29a	1687/16	727/16	0.0625	23/64	23/64	3/8	1	1	1/64		1/64	1		2	74	D5	5	224
34	30	79	30a	211/2	91/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	233
34	30	79	30a	211/2	91/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	227
34	30	79	30a	423/4	183/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	228
34	30	79	30a	106	46	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	229
34	30	79	30a	425/4	185/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	230
34	30	79	30a	213/2	93/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	234
34	30	79	30a	213/2	93/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	231
34	30	79	30a	427/4	187/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	77	F5	5	232
35	31	80	31a	107	47	0.5	0	0	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	238
35	31	80	31a	107	47	0.5	0	0	3/8	1	1	1/8		1/8	1		1	79	G5	5	235
35	31	80	31a	215/2	95/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	239
35	31	80	31a	215/2	95/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	236
35	31	80	31a	431/4	191/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	240
35	31	80	31a	108	48	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-4	44	Ab2	2	241
35	31	80	31a	108	48	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	237
36	32	81	32a	217/2	97/2	1.0	0	0	3/8	2	1	1/4		1/4	1		1	43	G2	2	246
36	32	81	32a	217/2	97/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	242
36	32	81	32a	437/4	197/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	243
36	32	81	32a	219/2	99/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	244
36	32	81	32a	439/4	199/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	245
37	33	82	33a	110	50	0.25	0	0	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	247
37	33	82	33a	441/4	201/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	248
37	33	82	33a	221/2	101/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		1	67	G4	4	249
37	33	82	33a	443/4	203/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	253
37	33	82	33a	443/4	203/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	250
37	33	82	33a	111	51	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		2	50	D3	3	254
37	33	82	33a	111	51	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	251
37	33	82	33a	445/4	205/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	255
37	33	82	33a	445/4	205/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	252
38	34	83	34a	223/2	103/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	259
38	34	83	34a	223/2	103/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		2	74	D5	5	256
38	34	83	34a	447/4	207/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	260
38	34	83	34a	112	52	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	43	G2	2	261
38	34	83	34a	449/4	209/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	262
38	34	83	34a	449/4	209/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	257
38	34	83	34a	225/2	105/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	263
38	34	83	34a	225/2	105/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	258
38	34	83	34a	451/4	211/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	264
39	35	84	35a	113	53	0.25	0	0	3/8	2	1	1/16		1/16	1		2	50	D3	3	268
39	35	84	35a	113	53	0.5	0	0	3/8	1	1	1/8		1/8	1		6	66	F#4	4	265
39	35	84	35a	453/4	213/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		6	54	F#3	3	269
39	35	84	35a	227/2	107/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		4	52	E3	3	270
39	35	84	35a	227/2	107/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	266
39	35	84	35a	455/4	215/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	G3	3	271
39	35	84	35a	114	54	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		6	54	F#3	3	272
39	35	84	35a	114	54	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	267
39	35	84	35a	457/4	217/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		3	57	A3	3	273
40	36	85	36a	229/2	109/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	274
40	36	85	36a	229/2	109/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	279
40	36	85	36a	229/2	109/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	275
40	36	85	36a	115	55	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	276
40	36	85	36a	231/2	111/2	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	277
40	36	85	36a	231/2	111/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	278
41	37	86	37a	116	56	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	284
41	37	86	37a	116	56	0.5	0	0	3/8	1	1	1/8		1/8	1		3	69	A4	4	280
41	37	86	37a	233/2	113/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	D5	5	281
41	37	86	37a	117	57	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		0	72	C5	5	282
41	37	86	37a	117	57	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	283
42	38	87	38a	235/2	115/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	289
42	38	87	38a	235/2	115/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		1	67	G4	4	285
42	38	87	38a	118	58	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	290
42	38	87	38a	473/4	233/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		6	66	F#4	4	286
42	38	87	38a	237/2	117/2	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	287
42	38	87	38a	237/2	117/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	291
42	38	87	38a	237/2	117/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1	1	1	67	G4	4	288
43	39	88	39a	119	59	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	296
43	39	88	39a	119	59	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	1	67	G4	4	292
43	39	88	39a	477/4	237/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	293
43	39	88	39a	239/2	119/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	297
43	39	88	39a	239/2	119/2	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		3	69	A4	4	294
43	39	88	39a	120	60	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	38	D2	2	298
43	39	88	39a	481/4	241/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	295
44	40	89	40a	241/2	121/2	0.25	0	0	3/8	2	1	1/16		1/16	1		1	43	G2	2	303
44	40	89	40a	241/2	121/2	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	299
44	40	89	40a	483/4	243/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	304
44	40	89	40a	121	61	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	55	G3	3	305
44	40	89	40a	485/4	245/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	306
44	40	89	40a	485/4	245/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-4	68	Ab4	4	300
44	40	89	40a	243/2	123/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	307
44	40	89	40a	243/2	123/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		1	67	G4	4	301
44	40	89	40a	487/4	247/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	308
44	40	89	40a	487/4	247/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	302
45	41	90	41a	122	62	0.25	0	0	3/8	2	1	1/16		1/16	1		0	48	C3	3	312
45	41	90	41a	122	62	0.5	0	0	3/8	1	1	1/8		1/8	1		4	64	E4	4	309
45	41	90	41a	489/4	249/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-5	49	Db3	3	313
45	41	90	41a	245/2	125/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	314
45	41	90	41a	245/2	125/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	60	C4	4	310
45	41	90	41a	491/4	251/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	315
45	41	90	41a	123	63	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	316
45	41	90	41a	123	63	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	311
45	41	90	41a	493/4	253/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		1	43	G2	2	317
46	42	91	42a	247/2	127/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		1	67	G4	4	318
46	42	91	42a	247/2	127/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-1	41	F2	2	323
46	42	91	42a	247/2	127/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		-4	68	Ab4	4	319
46	42	91	42a	495/4	255/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	G3	3	324
46	42	91	42a	124	64	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-1	53	F3	3	325
46	42	91	42a	497/4	257/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	326
46	42	91	42a	497/4	257/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	320
46	42	91	42a	249/2	129/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		2	50	D3	3	327
46	42	91	42a	249/2	129/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	65	F4	4	321
46	42	91	42a	499/4	259/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	328
46	42	91	42a	499/4	259/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	322
47	43	92	43a	125	65	0.25	0	0	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	332
47	43	92	43a	125	65	0.5	0	0	3/8	1	1	1/8		1/8	1		2	62	D4	4	329
47	43	92	43a	501/4	261/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	333
47	43	92	43a	251/2	131/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	334
47	43	92	43a	251/2	131/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-2	58	Bb3	3	330
47	43	92	43a	503/4	263/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	335
47	43	92	43a	126	66	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		1	43	G2	2	336
47	43	92	43a	126	66	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	331
47	43	92	43a	505/4	265/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	41	F2	2	337
48	44	93	44a	253/2	133/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	39	Eb2	2	344
48	44	93	44a	253/2	133/2	0.25	0	0	3/8	1	1	1/16		1/16	1		1	67	G4	4	338
48	44	93	44a	507/4	267/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	339
48	44	93	44a	127	67	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	345
48	44	93	44a	127	67	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		1	67	G4	4	340
48	44	93	44a	509/4	269/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	341
48	44	93	44a	255/2	135/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	346
48	44	93	44a	255/2	135/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	342
48	44	93	44a	511/4	271/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	343
49	45	94	45a	128	68	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	41	F2	2	353
49	45	94	45a	128	68	0.25	0	0	3/8	1	1	1/16		1/16	1		3	69	A4	4	347
49	45	94	45a	513/4	273/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	348
49	45	94	45a	257/2	137/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	354
49	45	94	45a	257/2	137/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		3	69	A4	4	349
49	45	94	45a	515/4	275/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	350
49	45	94	45a	129	69	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	355
49	45	94	45a	129	69	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	C5	5	351
49	45	94	45a	517/4	277/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	352
50	46	95	46a	259/2	139/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	43	G2	2	360
50	46	95	46a	259/2	139/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	356
50	46	95	46a	130	70	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	55	G3	3	361
50	46	95	46a	521/4	281/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		3	57	A3	3	362
50	46	95	46a	521/4	281/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	357
50	46	95	46a	261/2	141/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		5	59	B3	3	363
50	46	95	46a	261/2	141/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	358
50	46	95	46a	523/4	283/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	359
51	47	96	47a	131	71	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	370
51	47	96	47a	131	71	0.25	0	0	3/8	1	1	1/16		1/16	1		2	74	D5	5	364
51	47	96	47a	525/4	285/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	365
51	47	96	47a	263/2	143/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	60	C4	4	371
51	47	96	47a	263/2	143/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-1	77	F5	5	366
51	47	96	47a	527/4	287/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	367
51	47	96	47a	132	72	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	372
51	47	96	47a	132	72	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	368
51	47	96	47a	529/4	289/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	369
52	48	97	48a	265/2	145/2	0.75	0	0	3/8	2	1	3/16		1/8	3/2		1	55	G3	3	379
52	48	97	48a	265/2	145/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	373
52	48	97	48a	531/4	291/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	374
52	48	97	48a	133	73	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	375
52	48	97	48a	533/4	293/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	380
52	48	97	48a	533/4	293/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	376
52	48	97	48a	267/2	147/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	381
52	48	97	48a	267/2	147/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		3	69	A4	4	377
52	48	97	48a	535/4	295/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	382
52	48	97	48a	535/4	295/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	378
53	49	98	49a	134	74	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	388
53	49	98	49a	134	74	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	383
53	49	98	49a	269/2	149/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	41	F2	2	389
53	49	98	49a	269/2	149/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	384
53	49	98	49a	539/4	299/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	385
53	49	98	49a	135	75	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	390
53	49	98	49a	135	75	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	C5	5	386
53	49	98	49a	541/4	301/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	387
54	50	99	50a	271/2	151/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		5	71	B4	4	391
54	50	99	50a	271/2	151/2	0.5	0	0	3/8	2	1	1/8		1/8	1		0	36	C2	2	395
54	50	99	50a	271/2	151/2	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	392
54	50	99	50a	136	76	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	D5	5	393
54	50	99	50a	273/2	153/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	396
54	50	99	50a	273/2	153/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	394
55	51	100	51a	137	77	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	397
55	51	100	51a	137	77	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	403
55	51	100	51a	137	77	0.5	0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	398
55	51	100	51a	275/2	155/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	55	G3	3	404
55	51	100	51a	275/2	155/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-1	77	F5	5	399
55	51	100	51a	551/4	311/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	400
55	51	100	51a	138	78	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-4	56	Ab3	3	405
55	51	100	51a	138	78	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	401
55	51	100	51a	553/4	313/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	402
56	52	101	52a	277/2	157/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	410
56	52	101	52a	277/2	157/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	406
56	52	101	52a	139	79	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	407
56	52	101	52a	139	79	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	411
56	52	101	52a	139	79	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	408
56	52	101	52a	279/2	159/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	412
56	52	101	52a	279/2	159/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	409
57	53	102	53a	140	80	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	413
57	53	102	53a	140	80	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	419
57	53	102	53a	140	80	0.5	0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	414
57	53	102	53a	281/2	161/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	420
57	53	102	53a	281/2	161/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		2	74	D5	5	415
57	53	102	53a	563/4	323/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	416
57	53	102	53a	141	81	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	421
57	53	102	53a	141	81	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	77	F5	5	417
57	53	102	53a	565/4	325/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	418
58	54	103	54a	283/2	163/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	426
58	54	103	54a	283/2	163/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	422
