mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
53	49	291/2	291/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
53	49	291/2	291/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	477	ornamentShortTrill											76
53	49	146	146	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	478												76
53	49	293/2	293/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	479												
53	49	147	147	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
53	49	147	147	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	480												77
53	49	295/2	295/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	481	ornamentShortTrill											77
53	49	148	148	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	482												
54	50	297/2	297/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	483												
54	50	150	150	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	484												78
54	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	485	ornamentShortTrill											78
54	50	151	151	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	486												
54	50	297/2	297/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
54	50	297/2	297/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	487												79
54	50	149	149	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	488												79
54	50	299/2	299/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	489												
54	50	150	150	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
54	50	150	150	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	490												80
54	50	301/2	301/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	491	ornamentShortTrill											80
54	50	151	151	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	492												
55	51	303/2	303/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	493												81
55	51	152	152	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	494												81
55	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	495												
55	51	153	153	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	496												82
55	51	307/2	307/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	497	ornamentShortTrill											82
55	51	154	154	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	498												
55	51	303/2	303/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
55	51	303/2	303/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	499												83
55	51	152	152	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	500												83
55	51	305/2	305/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	501												
55	51	153	153	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
55	51	153	153	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	502												84
55	51	307/2	307/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	503	ornamentShortTrill											84
55	51	154	154	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	504												
56	52	309/2	309/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	505												
56	52	156	156	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	506												85
56	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	507	ornamentShortTrill											85
56	52	157	157	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	508												
56	52	309/2	309/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
56	52	309/2	309/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	509	ornamentShortTrill											86
56	52	155	155	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	510												86
56	52	311/2	311/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	511												
56	52	156	156	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
56	52	156	156	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	512												
56	52	313/2	313/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	6			
56	52	313/2	313/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	513	ornamentShortTrill											
56	52	157	157	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	6			
56	52	157	157	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	514												
57	53	315/2	315/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	515												
57	53	158	158	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	516												
57	53	317/2	317/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	517												
57	53	159	159	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	518												87
57	53	319/2	319/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	519	ornamentShortTrill											87
57	53	160	160	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	520												
57	53	315/2	315/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	521												
57	53	158	158	0.0	1/8	1/8	FiguredBass	6/8	2	1	0												1/8	6			
57	53	158	158	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	522												
57	53	317/2	317/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	6			
57	53	317/2	317/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	523												
57	53	159	159	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
57	53	159	159	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	524												
57	53	319/2	319/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	6			
57	53	319/2	319/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	525	ornamentShortTrill											
57	53	160	160	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	6			
57	53	160	160	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	526												
58	54	321/2	321/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	527												
58	54	323/2	323/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	528												
58	54	321/2	321/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	529												
