mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
32	32	138	138	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	648												
32	32	277/2	277/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	649												
32	32	279/2	279/2	0.0	1	1	Dynamic	9/8	2	1	0						ff											
32	32	279/2	279/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	650												
33	33	561/4	561/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	651									82			
33	33	281/2	281/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	652									82			
33	33	563/4	563/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	653									82			
33	33	141	141	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	654									82			
33	33	565/4	565/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	655												
33	33	567/4	567/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	656									83			
33	33	142	142	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	657									83			
33	33	569/4	569/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	658									83			
33	33	285/2	285/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	659									83			
33	33	571/4	571/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	660												
33	33	573/4	573/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	661									84			
33	33	287/2	287/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	662									84			
33	33	575/4	575/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	663									84			
33	33	144	144	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	664									84			
33	33	577/4	577/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	665												
33	33	140	140	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	666		articAccentAbove										
33	33	563/4	563/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	667												
33	33	141	141	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	668												
33	33	283/2	283/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	669		articAccentAbove										
33	33	143	143	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	670												
33	33	144	144	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	671												
34	34	579/4	579/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	672									85			
34	34	145	145	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	673									85			
34	34	581/4	581/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	674									85			
34	34	291/2	291/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	675									85			
34	34	583/4	583/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	676												
34	34	585/4	585/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	677									86			
34	34	293/2	293/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	678									86			
34	34	587/4	587/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	679									86			
34	34	147	147	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	680									86			
34	34	589/4	589/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	681												
34	34	591/4	591/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	682									87			
34	34	148	148	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	683									87			
34	34	593/4	593/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	684									87			
34	34	297/2	297/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	685									87			
34	34	595/4	595/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	686												
34	34	289/2	289/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	687		articAccentBelow										
34	34	581/4	581/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	688												
34	34	291/2	291/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	689												
34	34	146	146	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	690		articAccentAbove										
34	34	295/2	295/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	691												
34	34	297/2	297/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	692												
35	35	597/4	597/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	693									88			
35	35	299/2	299/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	694									88			
35	35	599/4	599/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	695									88			
35	35	150	150	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	696									88			
35	35	601/4	601/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	697												
35	35	603/4	603/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	698									89			
35	35	151	151	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	699									89			
35	35	605/4	605/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	700									89			
35	35	303/2	303/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	701									89			
35	35	607/4	607/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	702												
35	35	609/4	609/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	703									90			
35	35	305/2	305/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	704									90			
35	35	611/4	611/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	705									90			
35	35	153	153	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	706									90			
35	35	613/4	613/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	707												
35	35	149	149	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	708		articAccentBelow										
35	35	599/4	599/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	709												
35	35	150	150	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	710												
35	35	301/2	301/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	711		articAccentBelow										
35	35	152	152	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	712		articAccentBelow										
36	36	615/4	615/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	713									91			
36	36	154	154	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	714									91			
36	36	617/4	617/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	715									91			
36	36	309/2	309/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	716									91			
36	36	619/4	619/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	717												
36	36	621/4	621/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	718									92			
36	36	311/2	311/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	719									92			
36	36	623/4	623/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	720									92			
36	36	156	156	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	721									92			
36	36	625/4	625/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	722												
36	36	627/4	627/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	723									93			
36	36	157	157	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	724									93			
36	36	629/4	629/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	725									93			
36	36	315/2	315/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	726									93			
36	36	631/4	631/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	727												
36	36	307/2	307/2	0.0	0	0	Dynamic	9/8	2	1	0						ff											
36	36	307/2	307/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	728		articAccentBelow										
36	36	617/4	617/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	729												
36	36	309/2	309/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	730												
36	36	155	155	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	731		articAccentAbove										
36	36	313/2	313/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16			1/8	3/2	732												
36	36	629/4	629/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	733												
36	36	315/2	315/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	734												
37	37	633/4	633/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	735									94			
37	37	317/2	317/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	736									94			
37	37	635/4	635/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	737									94			
37	37	159	159	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	738									94			
37	37	637/4	637/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	739												
37	37	639/4	639/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	740									95			
37	37	160	160	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	741									95			
37	37	641/4	641/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	742									95			
37	37	321/2	321/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	743									95			
37	37	643/4	643/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	744												
37	37	645/4	645/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	745									96			
37	37	323/2	323/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	746									96			
37	37	647/4	647/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	747									96			
37	37	162	162	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	748									96			
37	37	649/4	649/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	749												
37	37	158	158	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	750												
37	37	319/2	319/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	751												
37	37	641/4	641/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	752												
37	37	321/2	321/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	753												
37	37	161	161	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	754												
37	37	162	162	0.0	1	1	Dynamic	9/8	2	1	0						ff											
37	37	162	162	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	755												
38	38	651/4	651/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	756									97			
38	38	163	163	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	757									97			
38	38	653/4	653/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	758									97			
38	38	327/2	327/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	759									97			
38	38	655/4	655/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	760												
38	38	657/4	657/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	761									98			
38	38	329/2	329/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	762									98			
38	38	659/4	659/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	763									98			
38	38	165	165	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	764									98			
38	38	661/4	661/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	765												
38	38	663/4	663/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	766									99			
38	38	166	166	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	767									99			
38	38	665/4	665/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	768									99			
38	38	333/2	333/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	769									99			
38	38	667/4	667/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	770												
38	38	325/2	325/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	771		articAccentBelow										
38	38	653/4	653/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	772												
38	38	327/2	327/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	773												
38	38	164	164	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	774		articAccentAbove										
38	38	331/2	331/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	775		articAccentAbove										
39	39	669/4	669/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	776									100			
39	39	335/2	335/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	777									100			
39	39	671/4	671/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	778									100			
39	39	168	168	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	779									100			
39	39	673/4	673/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	780												
39	39	675/4	675/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	781									101			
39	39	169	169	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	782									101			
39	39	677/4	677/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	783									101			
39	39	339/2	339/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	784									101			
39	39	679/4	679/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	785												
39	39	681/4	681/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	786									102			
39	39	341/2	341/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	787									102			
39	39	683/4	683/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	788									102			
39	39	171	171	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	789									102			
39	39	685/4	685/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	790												
39	39	167	167	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	791		articAccentAbove										
39	39	671/4	671/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	792												
39	39	168	168	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	793												
39	39	337/2	337/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	794		articAccentAbove										
39	39	170	170	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	795		articAccentAbove										
40	40	687/4	687/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	796									103			
40	40	172	172	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	797									103			
40	40	689/4	689/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	798									103			
40	40	345/2	345/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	799									103			
40	40	691/4	691/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	800												
40	40	693/4	693/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	801									104			
40	40	347/2	347/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	802									104			
40	40	695/4	695/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	803									104			
40	40	174	174	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	804									104			
40	40	697/4	697/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	805												
40	40	699/4	699/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	806									105			
40	40	175	175	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	807									105			
40	40	701/4	701/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	808									105			
40	40	351/2	351/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	809									105			
40	40	703/4	703/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	810												
40	40	343/2	343/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	811		articAccentAbove										
40	40	689/4	689/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	812												
40	40	345/2	345/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	813												
40	40	173	173	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	814		articAccentAbove										
40	40	349/2	349/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	815		articAccentAbove										
41	41	705/4	705/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	816									106			
41	41	353/2	353/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	817									106			
41	41	707/4	707/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	818									106			
41	41	177	177	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	819									106			
41	41	709/4	709/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	820												
41	41	711/4	711/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	821									107			
41	41	178	178	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	822									107			
41	41	713/4	713/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	823									107			
41	41	357/2	357/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	824									107			
41	41	715/4	715/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	825												
41	41	717/4	717/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	826									108			
41	41	359/2	359/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	827									108			
41	41	719/4	719/4	0.0	15/16	15/16	Dynamic	9/8	1	1	0						ff								108			
41	41	719/4	719/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	828									108			
41	41	180	180	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	829									108			
41	41	721/4	721/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	830												
41	41	176	176	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	831		articAccentAbove										
41	41	707/4	707/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	832												
41	41	177	177	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	833												
41	41	355/2	355/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	834		articAccentAbove										
41	41	179	179	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	835												
41	41	180	180	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	836												
42	42	723/4	723/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	837									109			
42	42	181	181	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	838									109			
42	42	725/4	725/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	839									109			
42	42	363/2	363/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	840									109			
42	42	727/4	727/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	841												
42	42	729/4	729/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	842									110			
42	42	365/2	365/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	843									110			
42	42	731/4	731/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	844									110			
42	42	183	183	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	845									110			
42	42	733/4	733/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	846												
42	42	735/4	735/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	847									111			
42	42	184	184	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	848									111			
42	42	737/4	737/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	849									111			
42	42	369/2	369/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	850									111			
42	42	739/4	739/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	851												
42	42	361/2	361/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	852		articAccentAbove										
42	42	725/4	725/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	853												
42	42	363/2	363/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	854												
42	42	182	182	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	855		articAccentAbove										
42	42	367/2	367/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	856		articAccentAbove										
43	43	741/4	741/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	857									112			
43	43	371/2	371/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	858									112			
43	43	743/4	743/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	859									112			
43	43	186	186	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	860									112			
43	43	745/4	745/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	861												
43	43	747/4	747/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	862									113			
43	43	187	187	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	863									113			
43	43	749/4	749/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	864									113			
43	43	375/2	375/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	865									113			
43	43	751/4	751/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	866												
43	43	753/4	753/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	867									114			
43	43	377/2	377/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	868									114			
43	43	755/4	755/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	869									114			
43	43	189	189	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	870									114			
43	43	757/4	757/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	871												
43	43	185	185	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	872		articAccentAbove										
43	43	743/4	743/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	873												
43	43	186	186	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	874												
43	43	373/2	373/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	875		articAccentAbove										
43	43	188	188	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	876		articAccentAbove										
44	44	759/4	759/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	877									115			
44	44	190	190	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	878									115			
44	44	761/4	761/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	879									115			
44	44	381/2	381/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	880									115			
44	44	763/4	763/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	881												
44	44	765/4	765/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	882									116			
44	44	383/2	383/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	883									116			
44	44	767/4	767/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	884									116			
44	44	192	192	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	885									116			
44	44	769/4	769/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	886												
44	44	771/4	771/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	887									117			
44	44	193	193	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	888									117			
44	44	773/4	773/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	889									117			
44	44	387/2	387/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	890									117			
44	44	775/4	775/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	891												
44	44	379/2	379/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	892		articAccentAbove										
44	44	761/4	761/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	893												
44	44	381/2	381/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	894												
44	44	191	191	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	895		articAccentBelow										
44	44	385/2	385/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	896		articAccentAbove										
45	45	777/4	777/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	897									118			
45	45	389/2	389/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	898									118			
45	45	779/4	779/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	899									118			
45	45	195	195	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	900									118			
45	45	781/4	781/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	901												
45	45	783/4	783/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	902									119			
45	45	196	196	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	903									119			
45	45	785/4	785/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	904									119			
45	45	393/2	393/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	905									119			
45	45	787/4	787/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	906												
45	45	789/4	789/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	907									120			
45	45	395/2	395/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	908									120			
45	45	791/4	791/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	909									120			
45	45	198	198	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	910									120			
45	45	793/4	793/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	911												
45	45	194	194	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	912		articAccentAbove										
45	45	779/4	779/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	913												
45	45	195	195	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	914												
45	45	391/2	391/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	915												
45	45	197	197	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	916												
45	45	198	198	0.16666666666666666	1	1	Chord	9/8	2	1	1/24			1/16	2/3	917									121			
45	45	1189/6	1189/6	0.16666666666666666	25/24	25/24	Chord	9/8	2	1	1/24			1/16	2/3	918									121			
45	45	595/3	595/3	0.16666666666666666	13/12	13/12	Chord	9/8	2	1	1/24			1/16	2/3	919												
46	46	397/2	397/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	920									122			
46	46	199	199	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	921												
